"","LSOA11CD","LSOA11NM","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","RGN11CD","RGN11NM","USUALRES","HHOLDRES","COMESTRES","POPDEN","HHOLDS","AVHHOLDSZ","pups2007","pups2015","pop2007","pop2015","good2007","good2015","bad2007","bad2015","ratio_stu_pop2007","ratio_stu_pop2015","per_good2007","per_bad2007","per_good2015","per_bad2015","rate_change_good","rate_change_bad","X.y","akb","akb2007","aral","aral2007","IMD2007","INCOME2007","EMPLOYMENT2007","EDUCATION2007","IMD","Income","Employment","Education","changeratio","change_good","change_ral","change_kb","difIMD","difIncome","difEmploy","difEdu"
"118","E01000163","Barnet 022C","E02000045","Barnet 022","E09000003","Barnet","E12000007","London",1558,1547,11,81.4,759,2,235,285,276,347,103,53,0,0,0.851449275362319,1.26666666666667,43.8297872340426,0,18.5964912280702,0,-135.688478522682,NA,159,1838.91261,1707.78032,3170.58203,1889.61693,5517,3523,4260,20431,6907,5081,5546,20416,1.48765957446809,0.514563106796116,1.67789670999614,1.07678522141536,1390,1558,1286,-15
"119","E01000164","Barnet 022D","E02000045","Barnet 022","E09000003","Barnet","E12000007","London",1686,1686,0,30.8,648,2.6,344,501,318,452,183,195,18,0,1.08176100628931,1.51818181818182,53.1976744186046,5.23255813953488,38.9221556886228,0,-36.6771019677996,NA,160,1655.29351,1539.94981,2849.52962,1706.5304,6495,4990,8716,21177,8339,7386,10285,19943,1.4034355179704,1.0655737704918,1.66977958318234,1.07490094758348,1844,2396,1569,-1234
"120","E01000165","Barnet 022E","E02000045","Barnet 022","E09000003","Barnet","E12000007","London",1862,1862,0,100.5,707,2.6,291,302,312,385,68,125,0,76,0.932692307692308,1.14828897338403,23.3676975945017,0,41.3907284768212,25.1655629139073,43.5436426116839,0,161,1686.32056,1571.81928,2911.41874,1743.89515,17307,17225,24212,28329,17898,16188,24601,27606,1.23115518795813,1.83823529411765,1.66949184989705,1.07284633892517,591,-1037,389,-723
"121","E01000166","Barnet 003A","E02000026","Barnet 003","E09000003","Barnet","E12000007","London",1582,1582,0,42.8,648,2.4,212,330,295,335,134,143,0,0,0.71864406779661,1.54929577464789,63.2075471698113,0,43.3333333333333,0,-45.8635703918723,NA,162,1346.5601,1251.96811,2314.20617,1386.02459,16253,12065,18151,23641,17440,12264,14816,24189,2.15585968642041,1.06716417910448,1.6696717985357,1.07555463213835,1187,199,-3335,548
"122","E01000167","Barnet 002A","E02000025","Barnet 002","E09000003","Barnet","E12000007","London",1307,1307,0,21.7,522,2.5,82,185,258,304,62,88,0,0,0.317829457364341,1.01648351648352,75.609756097561,0,47.5675675675676,0,-58.9523281596452,NA,163,1475.9637,1372.52507,2514.5347,1507.00991,9706,8416,12299,11671,9176,7762,7498,11661,3.19820423478961,1.41935483870968,1.66855883515723,1.07536374545057,-530,-654,-4801,-10
"123","E01000169","Barnet 003C","E02000026","Barnet 003","E09000003","Barnet","E12000007","London",1490,1485,5,62.5,670,2.2,269,389,279,319,62,149,0,97,0.96415770609319,1.9746192893401,23.0483271375465,0,38.3033419023136,24.9357326478149,39.8268506274794,0,165,1493.3154,1389.21815,2547.22267,1526.77615,17974,19458,17135,29227,20396,18230,17613,27288,2.04802521087691,2.40322580645161,1.6683668198511,1.07493225595994,2422,-1228,478,-1939
"124","E01000170","Barnet 006A","E02000029","Barnet 006","E09000003","Barnet","E12000007","London",1636,1626,10,55.2,656,2.5,228,250,345,373,134,185,0,0,0.660869565217391,0.99601593625498,58.7719298245614,0,74,0,20.5784732100521,NA,166,1538.75783,1434.98806,2626.32732,1574.89795,12505,13317,12823,19566,12869,8072,9319,19990,1.50712937722793,1.38059701492537,1.66761746054721,1.07231403026447,364,-5245,-3504,424
"125","E01000171","Barnet 006B","E02000029","Barnet 006","E09000003","Barnet","E12000007","London",1849,1849,0,55.5,856,2.2,135,246,372,495,41,25,36,114,0.362903225806452,0.659517426273458,30.3703703703704,26.6666666666667,10.1626016260163,46.3414634146341,-198.844444444444,0,167,1610.28123,1494.21525,2743.81842,1643.35632,12133,9638,15787,26253,10104,7538,11986,21534,1.81733690795353,0.609756097560976,1.66964302665657,1.07767688089116,-2029,-2100,-3801,-4719
"126","E01000172","Barnet 003D","E02000026","Barnet 003","E09000003","Barnet","E12000007","London",1677,1650,27,30.8,602,2.7,470,520,364,392,225,201,0,19,1.29120879120879,1.92592592592593,47.8723404255319,0,38.6538461538462,3.65384615384615,-23.8488409018736,0,168,1464.89958,1363.85153,2524.71829,1511.49033,19391,14237,26221,29241,24913,19179,27154,30703,1.49156816390859,0.893333333333333,1.67035027607487,1.07409021273745,5522,4942,933,1462
"127","E01000173","Barnet 006C","E02000029","Barnet 006","E09000003","Barnet","E12000007","London",1719,1719,0,47,617,2.8,277,313,368,412,55,107,21,0,0.752717391304348,1.07931034482759,19.85559566787,7.5812274368231,34.185303514377,0,41.9177435136138,NA,169,1507.64216,1402.03773,2584.3043,1548.07797,18649,21053,26341,26750,24782,17800,21936,26368,1.43388522345326,1.94545454545455,1.66936313937728,1.07532210277964,6133,-3253,-4405,-382
"128","E01000175","Barnet 006E","E02000029","Barnet 006","E09000003","Barnet","E12000007","London",1585,1585,0,31.6,618,2.6,300,330,306,384,34,255,0,0,0.980392156862745,1.25954198473282,11.3333333333333,0,77.2727272727273,0,85.3333333333333,NA,171,1613.15474,1501.83247,2760.1034,1652.11398,20986,20567,27634,28653,24745,21932,22117,30365,1.28473282442748,7.5,1.67064950325037,1.07412429297124,3759,1365,-5517,1712
"129","E01000176","Barnet 027A","E02000050","Barnet 027","E09000003","Barnet","E12000007","London",1613,1605,8,73.4,698,2.3,280,311,410,302,58,65,0,0,0.682926829268293,1.72777777777778,20.7142857142857,0,20.9003215434084,0,0.890109890109885,NA,172,1690.32218,1568.275,2905.65029,1736.49217,7517,5419,7200,19595,7785,4317,7871,14031,2.52996031746032,1.12068965517241,1.67328729734497,1.07782256300713,268,-1102,671,-5564
"130","E01000177","Barnet 029A","E02000052","Barnet 029","E09000003","Barnet","E12000007","London",1628,1628,0,96.5,690,2.4,188,221,237,355,74,37,35,94,0.793248945147679,0.948497854077253,39.3617021276596,18.6170212765957,16.7420814479638,42.5339366515837,-135.106382978723,0,173,1589.79323,1484.57663,2719.16585,1633.16876,17815,19113,25025,31777,25912,23761,30123,29618,1.19571272029952,0.5,1.66496317869808,1.07087313505669,8097,4648,5098,-2159
"131","E01000178","Barnet 027B","E02000050","Barnet 027","E09000003","Barnet","E12000007","London",1791,1791,0,42.9,695,2.6,352,434,342,387,101,131,0,0,1.02923976608187,1.6377358490566,28.6931818181818,0,30.184331797235,0,4.94014573213048,NA,174,1775.33843,1663.32443,3046.77696,1825.99687,15084,18136,16066,32256,22875,19114,23767,31914,1.59120926243568,1.2970297029703,1.66855541214591,1.06734344664198,7791,978,7701,-342
"132","E01000179","Barnet 029B","E02000052","Barnet 029","E09000003","Barnet","E12000007","London",1614,1614,0,112.2,763,2.1,264,295,234,306,42,129,0,0,1.12820512820513,1.60326086956522,15.9090909090909,0,43.728813559322,0,63.6187455954898,NA,175,1546.5159,1437.60677,2653.36948,1589.75475,15953,19891,24749,31657,25603,23106,27864,31175,1.42107213438735,3.07142857142857,1.66904327853086,1.07575724619049,9650,3215,3115,-482
"133","E01000181","Barnet 029D","E02000052","Barnet 029","E09000003","Barnet","E12000007","London",1711,1711,0,119.6,669,2.6,256,325,267,315,83,98,0,0,0.958801498127341,1.6839378238342,32.421875,0,30.1538461538462,0,-7.52152423469388,NA,177,1835.15287,1719.93384,3135.38855,1885.99165,16531,19586,19664,30756,26085,25993,29021,32658,1.75629452720208,1.18072289156627,1.66246152256294,1.06699038493248,9554,6407,9357,1902
"134","E01000182","Barnet 029E","E02000052","Barnet 029","E09000003","Barnet","E12000007","London",1691,1691,0,77.1,746,2.3,243,315,266,287,35,169,0,0,0.913533834586466,1.90909090909091,14.40329218107,0,53.6507936507937,0,73.1536269997809,NA,178,1934.649,1812.07234,3304.97758,1987.52992,20305,24206,24128,32244,25290,26474,28153,32734,2.08978675645342,4.82857142857143,1.66285676846565,1.06764446280329,4985,2268,4025,490
"135","E01000183","Barnet 033A","E02000056","Barnet 033","E09000003","Barnet","E12000007","London",1473,1392,81,63.7,584,2.4,215,251,257,325,42,40,0,32,0.836575875486381,1.23645320197044,19.5348837209302,0,15.9362549800797,12.7490039840637,-22.5813953488372,0,179,1714.74696,1597.76352,2924.65122,1756.66745,17522,17553,21812,30650,22849,19322,27159,31460,1.47799289723908,0.952380952380952,1.66488610009823,1.07321699271241,5327,1769,5347,810
"136","E01000184","Barnet 027C","E02000050","Barnet 027","E09000003","Barnet","E12000007","London",1414,1414,0,20.6,503,2.8,308,373,330,392,117,86,35,49,0.933333333333333,1.38148148148148,37.987012987013,11.3636363636364,23.0563002680965,13.1367292225201,-64.7576260948354,0,180,1719.05263,1597.16656,2952.19435,1766.02317,5469,3099,6226,15677,6367,4143,5567,9752,1.48015873015873,0.735042735042735,1.671662297613,1.07631393810299,898,1044,-659,-5925
"137","E01000186","Barnet 014A","E02000037","Barnet 014","E09000003","Barnet","E12000007","London",1612,1612,0,63.2,501,3.2,254,317,419,498,191,159,0,0,0.606205250596659,0.843085106382979,75.1968503937008,0,50.1577287066246,0,-49.9207646214035,NA,182,1435.90973,1342.551,2444.868,1484.80538,25274,26003,28948,31028,30395,27203,31367,29857,1.39075850226169,0.832460732984293,1.64659155531885,1.06953831176618,5121,1200,2419,-1171
"138","E01000187","Barnet 014B","E02000037","Barnet 014","E09000003","Barnet","E12000007","London",1657,1657,0,76.8,593,2.8,108,159,379,470,45,49,0,0,0.284960422163588,0.456896551724138,41.6666666666667,0,30.8176100628931,0,-35.2040816326531,NA,183,1324.65007,1236.57969,2255.72138,1367.29491,15392,9464,19731,25089,18602,10696,20955,22274,1.60336845466156,1.08888888888889,1.64976945610073,1.07122094977963,3210,1232,1224,-2815
"139","E01000188","Barnet 014C","E02000037","Barnet 014","E09000003","Barnet","E12000007","London",1554,1554,0,4.9,516,3,294,360,302,345,85,344,0,0,0.973509933774834,1.61434977578475,28.9115646258503,0,95.5555555555556,0,69.7437114380636,NA,184,1257.40969,1166.25438,2141.44118,1294.78666,20517,23047,28924,30963,25991,29042,28512,30316,1.65827766084012,4.04705882352941,1.65389499765158,1.0781607439708,5474,5995,-412,-647
"140","E01000189","Barnet 014D","E02000037","Barnet 014","E09000003","Barnet","E12000007","London",1814,1814,0,111.9,711,2.6,274,291,489,342,186,43,0,0,0.560327198364008,1.32272727272727,67.8832116788321,0,14.7766323024055,0,-359.395688338143,NA,185,1346.32056,1248.32123,2265.71082,1378.27896,2988,833,5022,11434,5156,2424,6607,10428,2.36063370935633,0.231182795698925,1.64386955453488,1.0785048973332,2168,1591,1585,-1006
"141","E01000190","Barnet 014E","E02000037","Barnet 014","E09000003","Barnet","E12000007","London",1579,1579,0,63.6,546,2.9,274,307,341,406,128,149,0,0,0.803519061583578,1.08098591549296,46.7153284671533,0,48.5342019543974,0,3.74761181599961,NA,186,1378.11759,1288.07257,2336.73201,1427.03091,15082,14732,19814,29266,22057,20431,23336,26798,1.34531458825949,1.1640625,1.63747820290732,1.06990679104361,6975,5699,3522,-2468
"142","E01000191","Barnet 014F","E02000037","Barnet 014","E09000003","Barnet","E12000007","London",1525,1525,0,60,530,2.9,191,223,264,351,45,16,0,0,0.723484848484849,0.973799126637555,23.5602094240838,0,7.17488789237668,0,-228.370418848168,NA,187,1428.2349,1336.67656,2435.52517,1474.96188,18607,18510,26179,31250,26745,24541,25875,31124,1.34598413315348,0.355555555555556,1.65124618000297,1.06849700424162,8138,6031,-304,-126
"143","E01000195","Barnet 013A","E02000036","Barnet 013","E09000003","Barnet","E12000007","London",1788,1788,0,56.7,697,2.6,168,217,378,512,71,94,0,0,0.444444444444444,0.556410256410256,42.2619047619048,0,43.3179723502304,0,2.43794326241135,NA,191,1259.58992,1166.81398,2145.38323,1294.39834,6754,5181,8817,13040,7377,5551,8045,11816,1.25192307692308,1.32394366197183,1.65743663577319,1.07951219439452,623,370,-772,-1224
"144","E01000196","Barnet 028A","E02000051","Barnet 028","E09000003","Barnet","E12000007","London",1802,1802,0,73.3,896,2,200,208,171,294,136,156,34,0,1.16959064327485,1.2093023255814,68,17,75,0,9.33333333333333,NA,192,1700.97424,1588.60065,2901.0493,1744.7854,17578,17828,21173,31315,18830,17473,18633,17208,1.0339534883721,1.14705882352941,1.66269691390127,1.07073746948297,1252,-355,-2540,-14107
"145","E01000197","Barnet 023A","E02000046","Barnet 023","E09000003","Barnet","E12000007","London",1830,1827,3,66.1,707,2.6,273,287,297,385,42,102,0,28,0.919191919191919,1.09125475285171,15.3846153846154,0,35.5400696864112,9.75609756097561,56.7119155354449,0,193,1818.33467,1692.51291,3069.85704,1847.47709,14671,17660,17584,31828,20751,20028,24222,31643,1.18718923661889,2.42857142857143,1.66164823185981,1.07434020695299,6080,2368,6638,-185
"146","E01000198","Barnet 025A","E02000048","Barnet 025","E09000003","Barnet","E12000007","London",1893,1893,0,57.5,685,2.8,244,248,378,524,32,160,0,0,0.645502645502645,0.616915422885572,13.1147540983607,0,64.5161290322581,0,79.672131147541,NA,194,1491.71817,1393.09045,2551.05566,1538.87472,17683,17921,28078,31952,21009,18108,26994,27983,0.955713237093223,5,1.6577409628251,1.07079778631746,3326,187,-1084,-3969
"147","E01000200","Barnet 028B","E02000051","Barnet 028","E09000003","Barnet","E12000007","London",1845,1839,6,66.4,863,2.1,188,201,268,353,14,16,0,16,0.701492537313433,0.87012987012987,7.4468085106383,0,7.96019900497512,7.96019900497512,6.44946808510639,0,196,1713.88633,1580.60845,2875.99484,1722.1749,17298,18387,20690,32245,23450,20004,22580,31879,1.24039789997237,1.14285714285714,1.66997837443804,1.08432061716486,6152,1617,1890,-366
"148","E01000201","Barnet 028C","E02000051","Barnet 028","E09000003","Barnet","E12000007","London",1531,1531,0,38.9,517,3,444,461,318,319,165,179,0,0,1.39622641509434,2.34010152284264,37.1621621621622,0,38.8286334056399,0,4.29186169409633,NA,197,1672.32161,1551.68778,2852.43874,1718.29151,23943,28447,29398,31980,27119,28889,29792,30716,1.67601865825216,1.08484848484848,1.66004355105031,1.07774362314047,3176,442,394,-1264
"149","E01000202","Barnet 028D","E02000051","Barnet 028","E09000003","Barnet","E12000007","London",1751,1751,0,77.5,648,2.7,192,201,352,348,82,173,0,0,0.545454545454545,0.889380530973451,42.7083333333333,0,86.0696517412935,0,50.3793352601156,NA,198,1632.27327,1518.92474,2793.78105,1678.93526,16974,20463,21315,32260,27207,26695,29069,30286,1.63053097345133,2.10975609756098,1.66401952270631,1.07462419105768,10233,6232,7754,-1974
"150","E01000203","Barnet 028E","E02000051","Barnet 028","E09000003","Barnet","E12000007","London",1718,1646,72,56.3,613,2.7,247,257,373,376,91,45,0,0,0.662198391420912,1.01181102362205,36.8421052631579,0,17.5097276264591,0,-110.409356725146,NA,199,1711.18737,1578.6287,2977.85659,1790.10873,9988,9387,14777,30079,16984,14721,17484,26749,1.52795753769646,0.494505494505495,1.6635059871475,1.08397077159436,6996,5334,2707,-3330
"151","E01000204","Barnet 025C","E02000048","Barnet 025","E09000003","Barnet","E12000007","London",1728,1728,0,54.6,687,2.5,174,193,317,326,15,36,0,0,0.548895899053628,0.946078431372549,8.62068965517241,0,18.6528497409326,0,53.7835249042146,NA,200,1581.30882,1471.89412,2697.70194,1625.29281,19773,21875,22445,32234,23123,22963,25466,30639,1.72360265945459,2.4,1.65982518559225,1.07433598552592,3350,1088,3021,-1595
"152","E01000205","Barnet 035A","E02000058","Barnet 035","E09000003","Barnet","E12000007","London",1522,1522,0,40,619,2.5,269,281,365,371,188,37,0,28,0.736986301369863,1.1285140562249,69.8884758364312,0,13.1672597864769,9.9644128113879,-430.774640811816,0,201,1662.5673,1536.90265,2875.41852,1730.54349,23667,26310,28476,31955,27084,25954,30013,32440,1.53125513205237,0.196808510638298,1.6615696378714,1.08176487300611,3417,-356,1537,485
"153","E01000207","Barnet 033C","E02000056","Barnet 033","E09000003","Barnet","E12000007","London",1583,1583,0,45.6,608,2.6,166,161,327,315,27,94,0,0,0.507645259938838,0.83419689119171,16.2650602409639,0,58.3850931677019,0,72.1417585234555,NA,203,1684.57507,1570.9698,2883.45933,1734.54366,21832,25893,29037,31782,28661,27235,31010,30655,1.64326736999813,3.48148148148148,1.66237345100901,1.07231537487226,6829,1342,1973,-1127
"154","E01000209","Barnet 035B","E02000058","Barnet 035","E09000003","Barnet","E12000007","London",1563,1550,13,38.9,747,2.1,183,179,238,247,118,121,0,0,0.76890756302521,1.432,64.4808743169399,0,67.5977653631285,0,4.61093799394842,NA,205,1623.57608,1519.18833,2782.46816,1676.75349,22757,26921,29222,32393,26829,26240,31201,31754,1.8623825136612,1.02542372881356,1.65943782231221,1.06871284352217,4072,-681,1979,-639
"155","E01000210","Barnet 033E","E02000056","Barnet 033","E09000003","Barnet","E12000007","London",1548,1548,0,31.2,600,2.6,261,298,403,403,107,99,27,58,0.647642679900744,1.06049822064057,40.9961685823755,10.3448275862069,33.2214765100671,19.4630872483221,-23.4026084600797,0,206,1674.09475,1555.2715,2863.05136,1714.6381,22131,26607,28597,32469,26202,25190,30715,32524,1.63747426405421,0.925233644859813,1.66977005818312,1.07640032624529,4071,-1417,2118,55
"156","E01000211","Barnet 035C","E02000058","Barnet 035","E09000003","Barnet","E12000007","London",2014,2014,0,73.5,861,2.3,229,241,213,347,146,175,0,66,1.07511737089202,1.07111111111111,63.7554585152838,0,72.6141078838174,27.3858921161826,12.1996257018091,0,207,1642.00022,1528.24378,2792.932,1682.35083,13157,14963,17358,26479,16409,14322,17505,28426,0.996273653566228,1.1986301369863,1.66013648889156,1.07443605626846,3252,-641,147,1947
"157","E01000212","Barnet 035D","E02000058","Barnet 035","E09000003","Barnet","E12000007","London",1428,1428,0,41.1,529,2.7,206,214,272,282,27,121,0,93,0.757352941176471,1.3375,13.1067961165049,0,56.5420560747664,43.4579439252336,76.819385380727,0,208,1808.58372,1697.97564,3100.85263,1866.21261,19921,30754,30007,32289,25717,28769,27589,32486,1.76601941747573,4.48148148148148,1.66157522105694,1.0651411465479,5796,-1985,-2418,197
"158","E01000214","Barnet 038E","E02000061","Barnet 038","E09000003","Barnet","E12000007","London",1663,1663,0,50.2,717,2.3,151,162,259,280,87,66,0,0,0.583011583011583,1.0253164556962,57.6158940397351,0,40.7407407407407,0,-41.4208308248043,NA,210,2044.17603,1926.47265,3605.68975,2137.12696,21599,31364,31532,32417,22030,29398,29734,32112,1.7586553776511,0.758620689655172,1.68716684478118,1.06109787232121,431,-1966,-1798,-305
"159","E01000215","Barnet 037B","E02000060","Barnet 037","E09000003","Barnet","E12000007","London",2033,2033,0,92.9,680,3,335,342,488,658,65,62,0,0,0.686475409836066,0.652671755725191,19.4029850746269,0,18.1286549707602,0,-7.02936928261916,NA,211,1669.33916,1565.494,2884.59906,1741.11534,16866,12706,27648,30564,20770,18127,21397,24208,0.950757662071322,0.953846153846154,1.65675357268405,1.06633379623301,3904,5421,-6251,-6356
"160","E01000216","Barnet 035E","E02000058","Barnet 035","E09000003","Barnet","E12000007","London",1968,1947,21,100.9,684,2.8,154,161,469,531,60,33,0,0,0.328358208955224,0.392682926829268,38.961038961039,0,20.4968944099379,0,-90.0826446280992,NA,212,1501.44196,1405.99327,2567.74901,1549.47358,19747,16999,26502,31326,23147,21624,27026,30499,1.19589800443459,0.55,1.65717508394044,1.06788701769533,3400,4625,524,-827
"161","E01000217","Barnet 035F","E02000058","Barnet 035","E09000003","Barnet","E12000007","London",1725,1716,9,80.4,521,3.3,137,140,447,550,55,47,0,5,0.306487695749441,0.325581395348837,40.1459854014599,0,33.5714285714286,3.57142857142857,-19.5837863022208,0,213,1412.88545,1317.78877,2426.95451,1462.83937,21541,20528,26848,31669,21997,25275,23486,24087,1.06229842132066,0.854545454545454,1.65907109131196,1.07216382637712,456,4747,-3362,-7582
"162","E01000218","Barnet 037C","E02000060","Barnet 037","E09000003","Barnet","E12000007","London",1818,1798,20,119.8,573,3.1,167,172,427,569,49,11,15,30,0.391100702576112,0.382222222222222,29.3413173652695,8.98203592814371,6.3953488372093,17.4418604651163,-358.791507893304,0,214,1690.72232,1594.44734,2882.92418,1738.94962,19629,13979,28099,30568,20254,20828,20057,24710,0.977298735861611,0.224489795918367,1.65785376806949,1.06038141090317,625,6849,-8042,-5858
"163","E01000219","Barnet 037D","E02000060","Barnet 037","E09000003","Barnet","E12000007","London",1905,1897,8,99.6,581,3.3,152,152,463,620,39,99,0,0,0.32829373650108,0.305220883534137,25.6578947368421,0,65.1315789473684,0,60.6060606060606,NA,215,1731.81464,1623.72365,3022.94596,1829.9853,16448,12741,24468,31293,16802,16183,17324,22716,0.929718875502009,2.53846153846154,1.65189630758236,1.06656981931624,354,3442,-7144,-8577
"164","E01000220","Barnet 037E","E02000060","Barnet 037","E09000003","Barnet","E12000007","London",1871,1731,140,122,593,2.9,152,157,387,426,39,136,0,0,0.392764857881137,0.516447368421053,25.6578947368421,0,86.6242038216561,0,70.3802244582043,NA,216,1687.82382,1574.16008,2910.83005,1760.52095,12724,10125,15215,31488,17487,15652,17861,27224,1.31490218144044,3.48717948717949,1.65339131579207,1.07220596014606,4763,5527,2646,-4264
"165","E01000221","Barnet 039B","E02000062","Barnet 039","E09000003","Barnet","E12000007","London",1294,1279,15,30.7,485,2.6,204,230,329,377,49,95,0,20,0.620060790273556,0.901960784313726,24.0196078431373,0,41.304347826087,8.69565217391304,41.8472652218782,0,217,1665.80199,1562.27973,2883.15898,1740.86724,3587,3826,6434,15903,3428,2784,4895,13542,1.45463283352557,1.93877551020408,1.65616246532389,1.0662635877635,-159,-1042,-1539,-2361
"166","E01000222","Barnet 040C","E02000063","Barnet 040","E09000003","Barnet","E12000007","London",1582,1582,0,38,506,3.1,207,237,334,387,29,30,29,21,0.619760479041916,0.894339622641509,14.0096618357488,14.0096618357488,12.6582278481013,8.86075949367089,-10.6763285024155,0,218,1652.8032,1547.56219,2839.21567,1710.66863,9935,6775,13834,24380,8327,8685,11195,17200,1.44304074377905,1.03448275862069,1.65971107449372,1.0680043817819,-1608,1910,-2639,-7180
"167","E01000223","Barnet 039C","E02000062","Barnet 039","E09000003","Barnet","E12000007","London",1287,1287,0,23.6,478,2.7,195,218,277,333,73,27,23,0,0.703971119133574,1.03317535545024,37.4358974358974,11.7948717948718,12.3853211009174,0,-202.260208926876,NA,219,1656.3258,1547.90327,2801.29548,1694.61551,6199,7046,7923,15165,6385,4842,6907,11801,1.46763883825496,0.36986301369863,1.65305667478518,1.07004477095006,186,-2204,-1016,-3364
"168","E01000224","Barnet 040D","E02000063","Barnet 040","E09000003","Barnet","E12000007","London",1559,1559,0,97.1,524,3,207,237,298,332,97,73,0,0,0.694630872483222,1.12857142857143,46.8599033816425,0,30.8016877637131,0,-52.1342068691682,NA,220,1618.63566,1516.27923,2760.40092,1663.44124,14165,10312,16762,26595,14073,10285,12695,16631,1.62470669427191,0.752577319587629,1.65945201647159,1.06750500038176,-92,-27,-4067,-9964
"169","E01000225","Barnet 037F","E02000060","Barnet 037","E09000003","Barnet","E12000007","London",1776,1761,15,57.2,529,3.3,222,226,534,703,152,75,15,15,0.415730337078652,0.411657559198543,68.4684684684685,6.75675675675676,33.1858407079646,6.63716814159292,-106.318318318318,0,221,1608.02098,1494.59369,2770.00636,1668.37366,20664,19939,29263,30743,22611,24415,26984,24545,0.99020331807217,0.493421052631579,1.66030333996043,1.07589172278655,1947,4476,-2279,-6198
"170","E01000226","Barnet 018D","E02000041","Barnet 018","E09000003","Barnet","E12000007","London",1758,1758,0,101.6,630,2.8,150,203,390,435,61,105,0,0,0.384615384615385,0.648562300319489,40.6666666666667,0,51.7241379310345,0,21.3777777777778,NA,222,1592.62005,1486.91329,2706.72972,1638.14868,4950,3710,7542,13687,8000,5387,9331,8361,1.68626198083067,1.72131147540984,1.65231016759724,1.07109140843041,3050,1677,1789,-5326
"171","E01000227","Barnet 018E","E02000041","Barnet 018","E09000003","Barnet","E12000007","London",1854,1805,49,72.5,603,3,99,147,417,446,33,27,0,0,0.237410071942446,0.453703703703704,33.3333333333333,0,18.3673469387755,0,-81.4814814814814,NA,223,1526.90055,1425.74673,2595.96208,1570.52628,18044,16453,23607,26179,22115,17644,22064,26279,1.91105499438833,0.818181818181818,1.65292495455727,1.07094795861815,4071,1191,-1543,100
"172","E01000228","Barnet 007A","E02000030","Barnet 007","E09000003","Barnet","E12000007","London",1481,1481,0,5.1,475,3.1,389,401,367,370,71,35,0,0,1.05994550408719,1.61693548387097,18.2519280205656,0,8.7281795511222,0,-109.114946749908,NA,224,1457.22051,1361.55114,2472.5991,1492.91822,14459,14122,21206,27675,20291,18869,22419,27758,1.52548926113277,0.492957746478873,1.65621871772722,1.07026498468504,5832,4747,1213,83
"173","E01000229","Barnet 013B","E02000036","Barnet 013","E09000003","Barnet","E12000007","London",1667,1667,0,59.5,600,2.8,185,250,341,435,88,93,0,0,0.542521994134897,0.798722044728435,47.5675675675676,0,37.2,0,-27.8698052891601,NA,225,1480.0114,1385.65475,2514.40226,1521.92672,8418,6171,10599,19280,10942,9833,11786,16038,1.47223901217512,1.05681818181818,1.6521178233864,1.0680953534782,2524,3662,1187,-3242
"174","E01000230","Barnet 013C","E02000036","Barnet 013","E09000003","Barnet","E12000007","London",1785,1757,28,65.8,650,2.7,164,230,422,385,45,155,0,0,0.388625592417062,0.874524714828897,27.4390243902439,0,67.3913043478261,0,59.2840283241542,NA,226,1464.50444,1371.91342,2478.89652,1502.1336,18859,17248,23703,29722,24251,20010,24278,22441,2.2503014003524,3.44444444444444,1.65025036388241,1.06749042516109,5392,2762,575,-7281
"175","E01000231","Barnet 013D","E02000036","Barnet 013","E09000003","Barnet","E12000007","London",1849,1849,0,50.7,654,2.8,469,528,368,472,372,463,45,0,1.27445652173913,1.50857142857143,79.317697228145,9.59488272921109,87.6893939393939,0,9.54698890613271,NA,227,1545.78151,1448.72558,2616.27782,1579.77288,13586,11208,20924,27508,17541,13678,23012,28003,1.18369783734389,1.24462365591398,1.6561100985605,1.06699400586273,3955,2470,2088,495
"176","E01000232","Barnet 013E","E02000036","Barnet 013","E09000003","Barnet","E12000007","London",1837,1811,26,61.6,706,2.6,160,196,344,421,104,140,0,0,0.465116279069767,0.655518394648829,65,0,71.4285714285714,0,9,NA,228,1557.03359,1456.17732,2636.97594,1595.99466,14761,15687,14817,30250,17894,14707,15704,26858,1.40936454849498,1.34615384615385,1.65224609210159,1.06926098121072,3133,-980,887,-3392
"177","E01000233","Barnet 013F","E02000036","Barnet 013","E09000003","Barnet","E12000007","London",1817,1817,0,68.6,635,2.9,122,174,391,436,33,70,0,50,0.312020460358056,0.554140127388535,27.0491803278689,0,40.2298850574713,28.735632183908,32.7634660421546,0,229,1614.76599,1509.9644,2736.51164,1655.32541,18266,16655,20384,30741,23060,17920,24761,28441,1.77597368695834,2.12121212121212,1.65315630598578,1.06940666283258,4794,1265,4377,-2300
"178","E01000234","Barnet 021D","E02000044","Barnet 021","E09000003","Barnet","E12000007","London",1701,1701,0,61.6,650,2.6,104,185,280,415,33,80,0,0,0.371428571428571,0.631399317406143,31.7307692307692,0,43.2432432432432,0,26.6225961538462,NA,230,1752.96517,1638.62232,2976.60211,1798.49337,19493,17570,25443,31182,22347,17403,23641,27262,1.69992123917039,2.42424242424242,1.65505314595627,1.06977986849343,2854,-167,-1802,-3920
