"","LSOA11CD","LSOA11NM","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","RGN11CD","RGN11NM","USUALRES","HHOLDRES","COMESTRES","POPDEN","HHOLDS","AVHHOLDSZ","pups2007","pups2015","pop2007","pop2015","good2007","good2015","bad2007","bad2015","ratio_stu_pop2007","ratio_stu_pop2015","per_good2007","per_bad2007","per_good2015","per_bad2015","rate_change_good","rate_change_bad","X.y","akb","akb2007","aral","aral2007","IMD2007","INCOME2007","EMPLOYMENT2007","EDUCATION2007","IMD","Income","Employment","Education","changeratio","change_good","change_ral","change_kb","difIMD","difIncome","difEmploy","difEdu"
"57","E01000086","Barking and Dagenham 013F","E02000014","Barking and Dagenham 013","E09000002","Barking and Dagenham","E12000007","London",1431,1431,0,102.1,508,2.8,223,285,332,382,119,91,0,0,0.671686746987952,1.09615384615385,53.3632286995516,0,31.9298245614035,0,-67.1265953777165,NA,83,1373.14069,1250.25412,2408.66701,1425.72997,6664,8291,8611,2695,5157,5541,7176,9369,1.63194204898241,0.764705882352941,1.68942721320504,1.09828927418372,-1507,-2750,-1435,6674
"58","E01000087","Barking and Dagenham 020B","E02000021","Barking and Dagenham 020","E09000002","Barking and Dagenham","E12000007","London",1341,1341,0,36,503,2.7,246,324,316,372,90,177,0,0,0.778481012658228,1.296,36.5853658536585,0,54.6296296296296,0,33.0301777594047,NA,84,1305.911,1184.88204,2250.12682,1334.60871,5563,3507,4938,4495,6382,5611,7836,8192,1.66478048780488,1.96666666666667,1.68598241802273,1.10214431134428,819,2104,2898,3697
"59","E01000088","Barking and Dagenham 020C","E02000021","Barking and Dagenham 020","E09000002","Barking and Dagenham","E12000007","London",1828,1723,105,80.7,640,2.7,247,322,374,590,62,213,29,0,0.660427807486631,0.686567164179104,25.1012145748988,11.7408906882591,66.1490683229814,0,62.0535629431108,NA,85,1240.35907,1133.1799,2152.29637,1274.97847,10998,8908,13899,8969,8154,8654,10305,10928,1.03957943078132,3.43548387096774,1.68810409010279,1.09458266070551,-2844,-254,-3594,1959
"60","E01000090","Barking and Dagenham 020E","E02000021","Barking and Dagenham 020","E09000002","Barking and Dagenham","E12000007","London",1584,1584,0,8.1,549,2.9,273,356,403,480,38,250,0,0,0.67741935483871,0.994413407821229,13.9194139194139,0,70.2247191011236,0,80.1787545787546,NA,87,1267.15244,1155.14424,2190.08748,1295.49289,9660,9452,11621,7902,7920,7219,10934,12277,1.46794360202181,6.57894736842105,1.69054380530024,1.09696468728442,-1740,-2233,-687,4375
"61","E01000094","Barking and Dagenham 022C","E02000023","Barking and Dagenham 022","E09000002","Barking and Dagenham","E12000007","London",1326,1326,0,22,517,2.6,158,640,429,736,76,174,0,155,0.368298368298368,1.14285714285714,48.1012658227848,0,27.1875,24.21875,-76.9241961297832,0,91,1314.40055,1202.13948,2237.72237,1330.43403,4955,2787,10586,6416,7457,6676,13126,18085,3.10307414104882,2.28947368421053,1.68194913805685,1.09338439662592,2502,3889,2540,11669
"62","E01000095","Barking and Dagenham 018E","E02000019","Barking and Dagenham 018","E09000002","Barking and Dagenham","E12000007","London",1572,1572,0,6.9,549,2.9,318,455,395,632,145,174,0,0,0.80506329113924,0.895669291338583,45.5974842767296,0,38.2417582417582,0,-19.2348008385744,NA,92,1337.92811,1225.1496,2366.98703,1395.8142,5636,7026,12360,5607,5849,6882,10611,9163,1.11254518892686,1.2,1.6957751468641,1.09205284807668,213,-144,-1749,3556
"63","E01000098","Barking and Dagenham 023D","E02006799","Barking and Dagenham 023","E09000002","Barking and Dagenham","E12000007","London",1746,1746,0,99.5,625,2.8,266,383,389,561,69,187,0,0,0.683804627249357,0.866515837104072,25.9398496240602,0,48.8250652741514,0,46.8718587913634,NA,95,1536.17731,1400.87474,2703.78801,1600.58204,5629,4759,6057,6899,4995,5043,6051,7282,1.26719797230633,2.71014492753623,1.68925299824057,1.09658434557825,-634,284,-6,383
"64","E01000099","Barking and Dagenham 023E","E02006799","Barking and Dagenham 023","E09000002","Barking and Dagenham","E12000007","London",1732,1732,0,55.9,666,2.6,302,406,344,616,44,299,0,0,0.877906976744186,0.82020202020202,14.5695364238411,0,73.6453201970443,0,80.2166160933797,NA,96,1484.79336,1353.84174,2630.57208,1557.61453,5581,6383,6244,4033,7206,5933,9106,10066,0.934269850826142,6.79545454545455,1.68884664936966,1.09672594375765,1625,-450,2862,6033
"65","E01000101","Barking and Dagenham 004C","E02000005","Barking and Dagenham 004","E09000002","Barking and Dagenham","E12000007","London",1513,1513,0,92.3,567,2.7,362,530,320,440,84,332,0,182,1.13125,1.66666666666667,23.2044198895028,0,62.6415094339623,34.3396226415094,62.9567995739865,0,98,1331.87017,1215.64204,2333.6768,1392.47827,5507,5066,6768,4235,4595,3880,6722,9243,1.47329650092081,3.95238095238095,1.67591613476309,1.09561048908773,-912,-1186,-46,5008
"66","E01000102","Barking and Dagenham 007G","E02000008","Barking and Dagenham 007","E09000002","Barking and Dagenham","E12000007","London",1540,1540,0,60.9,625,2.5,378,536,349,441,44,176,0,0,1.08309455587393,1.68025078369906,11.6402116402116,0,32.8358208955224,0,64.5502645502646,NA,99,1522.99046,1385.52966,2675.7174,1584.13169,6073,3975,8494,6686,5112,3791,6735,10005,1.55134265479092,4,1.68907510460825,1.0992117339444,-961,-184,-1759,3319
"67","E01000103","Barking and Dagenham 014A","E02000015","Barking and Dagenham 014","E09000002","Barking and Dagenham","E12000007","London",1685,1685,0,24,600,2.8,305,391,472,343,62,103,0,113,0.646186440677966,1.76923076923077,20.327868852459,0,26.3427109974425,28.9002557544757,22.8330415406653,0,100,1277.83111,1170.31149,2222.09687,1318.04174,5055,4151,9035,5625,4288,3259,7519,5718,2.73795712484237,1.66129032258065,1.68590781502868,1.09187265178436,-767,-892,-1516,93
"68","E01000105","Barking and Dagenham 014C","E02000015","Barking and Dagenham 014","E09000002","Barking and Dagenham","E12000007","London",2129,2115,14,96.4,915,2.3,262,336,496,592,233,239,0,0,0.528225806451613,0.713375796178344,88.9312977099237,0,71.1309523809524,0,-25.0247532658341,NA,102,1492.55346,1362.1046,2623.63443,1551.28556,3665,1838,3296,6029,2811,2889,4043,5925,1.35051295765061,1.02575107296137,1.69126465020405,1.09577007522036,-854,1051,747,-104
"69","E01000106","Barking and Dagenham 014D","E02000015","Barking and Dagenham 014","E09000002","Barking and Dagenham","E12000007","London",1968,1968,0,89.7,916,2.1,258,323,436,611,88,119,0,0,0.591743119266055,0.657841140529532,34.1085271317829,0,36.8421052631579,0,7.41971207087486,NA,103,1318.91547,1206.04525,2299.44523,1365.28713,2655,2639,3864,4715,2931,2750,3885,8576,1.11170053205766,1.35227272727273,1.68422098141363,1.09358705239293,276,111,21,3861
"70","E01000108","Barking and Dagenham 010D","E02000011","Barking and Dagenham 010","E09000002","Barking and Dagenham","E12000007","London",1558,1558,0,64.4,652,2.4,125,155,254,445,59,46,0,0,0.492125984251969,0.479876160990712,47.2,0,29.6774193548387,0,-59.0434782608696,NA,105,1406.79496,1280.51604,2480.37231,1467.42247,10810,13724,13367,9564,9214,9298,12921,12169,0.975108359133126,0.779661016949153,1.69029189664787,1.09861564873486,-1596,-4426,-446,2605
"71","E01000109","Barking and Dagenham 004D","E02000005","Barking and Dagenham 004","E09000002","Barking and Dagenham","E12000007","London",1686,1686,0,44.9,608,2.8,342,502,398,465,111,149,0,0,0.85929648241206,1.46355685131195,32.4561403508772,0,29.6812749003984,0,-9.34887554456611,NA,106,1436.85899,1312.26328,2527.81068,1498.1091,10316,9692,12889,8742,8906,10039,11792,10842,1.70320358719929,1.34234234234234,1.68733417345906,1.09494718925611,-1410,347,-1097,2100
"72","E01000110","Barking and Dagenham 002C","E02000003","Barking and Dagenham 002","E09000002","Barking and Dagenham","E12000007","London",1416,1404,12,72.8,501,2.8,276,265,273,310,50,90,0,0,1.01098901098901,1.40957446808511,18.1159420289855,0,33.9622641509434,0,46.658615136876,NA,107,1433.21593,1308.46551,2505.44764,1488.58725,17082,16467,17232,16437,17370,16258,17201,18125,1.39425300647549,1.8,1.68310432593051,1.09534100749816,288,-209,-31,1688
"73","E01000111","Barking and Dagenham 002D","E02000003","Barking and Dagenham 002","E09000002","Barking and Dagenham","E12000007","London",1833,1833,0,61.8,732,2.5,498,506,374,526,314,203,0,0,1.33155080213904,1.25247524752475,63.0522088353414,0,40.1185770750988,0,-57.1646190674026,NA,108,1395.29099,1276.91014,2451.76864,1457.31668,9667,8957,10181,9041,7738,5953,11428,11590,0.94061394091216,0.646496815286624,1.68238562945701,1.09270883384167,-1929,-3004,1247,2549
"74","E01000112","Barking and Dagenham 002E","E02000003","Barking and Dagenham 002","E09000002","Barking and Dagenham","E12000007","London",1871,1871,0,67.4,739,2.5,409,412,335,479,102,109,0,0,1.22089552238806,1.15406162464986,24.9388753056235,0,26.4563106796117,0,5.73562728516632,NA,109,1698.19835,1538.22905,3029.35627,1783.70827,10096,10637,16915,12270,11942,12009,16652,16096,0.945258298918589,1.06862745098039,1.69834738166012,1.10399576057935,1846,1372,-263,3826
"75","E01000113","Barking and Dagenham 002F","E02000003","Barking and Dagenham 002","E09000002","Barking and Dagenham","E12000007","London",1679,1679,0,109.1,633,2.7,312,319,331,476,283,79,50,30,0.942598187311178,0.901129943502825,90.7051282051282,16.025641025641,24.7648902821317,9.40438871473354,-266.265011359948,0,110,1638.61122,1487.67482,2891.32167,1709.81001,12764,14346,20271,13857,9911,8599,13014,18300,0.956006446472549,0.279151943462898,1.69101926710559,1.10145792479031,-2853,-5747,-7257,4443
"76","E01000114","Barking and Dagenham 004E","E02000005","Barking and Dagenham 004","E09000002","Barking and Dagenham","E12000007","London",2090,2090,0,81.6,758,2.8,427,531,407,610,84,182,0,90,1.04914004914005,1.08367346938775,19.672131147541,0,34.2749529190207,16.9491525423729,42.604936047559,0,111,1373.78114,1252.72133,2404.6998,1429.49447,10978,10263,14147,8718,9844,9388,13915,13121,1.03291592983797,2.16666666666667,1.68220293989665,1.0966374620603,-1134,-875,-232,4403
"77","E01000115","Barnet 009A","E02000032","Barnet 009","E09000003","Barnet","E12000007","London",1484,1460,24,54.2,485,3,303,351,256,240,73,208,0,0,1.18359375,2.97457627118644,24.0924092409241,0,59.2592592592593,0,59.3440594059406,NA,112,1592.61268,1481.05784,2738.93622,1638.41513,25396,27771,29756,29919,30400,29064,28385,29091,2.51317335123343,2.84931506849315,1.67169856396529,1.07532105565843,5004,1293,-1371,-828
"78","E01000116","Barnet 009B","E02000032","Barnet 009","E09000003","Barnet","E12000007","London",1718,1718,0,70.1,623,2.8,207,254,367,404,43,31,0,19,0.564032697547684,0.900709219858156,20.7729468599034,0,12.2047244094488,7.48031496062992,-70.2041452392084,0,113,1550.3153,1441.41373,2651.08792,1586.32989,19989,17215,24315,27375,24596,19962,23492,29131,1.59690958303354,0.720930232558139,1.67120845210828,1.07555191665893,4607,2747,-823,1756
"79","E01000117","Barnet 010A","E02000033","Barnet 010","E09000003","Barnet","E12000007","London",1819,1819,0,54.9,762,2.4,128,166,280,309,34,48,0,0,0.457142857142857,0.887700534759358,26.5625,0,28.9156626506024,0,8.13802083333333,NA,114,1597.42176,1483.14431,2738.46881,1638.72992,20490,23594,20554,27032,22710,20318,22452,26038,1.9418449197861,1.41176470588235,1.67109221390185,1.0770507962236,2220,-3276,1898,-994
"80","E01000118","Barnet 010B","E02000033","Barnet 010","E09000003","Barnet","E12000007","London",1936,1936,0,67.8,709,2.7,215,264,366,456,34,61,0,31,0.587431693989071,0.790419161676647,15.8139534883721,0,23.1060606060606,11.7424242424242,31.5592832634388,0,115,1542.19802,1432.4425,2645.66104,1585.14394,17462,16373,20317,25097,22055,18410,20448,23685,1.34555075894722,1.79411764705882,1.66903520446225,1.076621239596,4593,2037,131,-1412
"81","E01000119","Barnet 009C","E02000032","Barnet 009","E09000003","Barnet","E12000007","London",1680,1680,0,42.3,607,2.8,239,276,270,313,50,160,0,0,0.885185185185185,1.44502617801047,20.9205020920502,0,57.9710144927536,0,63.9121338912134,NA,116,1627.91753,1512.83713,2796.86691,1671.6102,16296,22649,26338,30716,21099,19433,25005,29197,1.63245635172731,3.2,1.6731573604899,1.07606925935246,4803,-3216,-1333,-1519
"82","E01000120","Barnet 009D","E02000032","Barnet 009","E09000003","Barnet","E12000007","London",1504,1504,0,61.4,505,3,190,232,272,301,34,153,0,0,0.698529411764706,1.29608938547486,17.8947368421053,0,65.948275862069,0,72.8654970760234,NA,117,1513.58026,1408.86939,2604.0352,1560.71382,21439,21169,23191,28946,25648,21658,24283,28321,1.85545427815348,4.5,1.66848987087203,1.07432262404395,4209,489,1092,-625
"83","E01000121","Barnet 010C","E02000033","Barnet 010","E09000003","Barnet","E12000007","London",1497,1398,99,39.8,501,2.8,182,223,358,322,18,76,0,0,0.508379888268156,1.115,9.89010989010989,0,34.0807174887892,0,70.9803354540197,NA,118,1665.13714,1547.16357,2858.2342,1707.59474,4380,1884,4003,14810,4855,2857,4119,10610,2.19324175824176,4.22222222222222,1.67383638110762,1.07625151747853,475,973,116,-4200
"84","E01000122","Barnet 009E","E02000032","Barnet 009","E09000003","Barnet","E12000007","London",1471,1463,8,62.3,522,2.8,188,214,294,322,50,32,0,0,0.639455782312925,1.07,26.5957446808511,0,14.9532710280374,0,-77.8590425531915,NA,119,1673.55132,1553.34489,2873.09758,1713.99422,18419,21666,24079,31209,24198,21192,24079,30124,1.67329787234043,0.64,1.67625861655473,1.07738553799215,5779,-474,0,-1085
"85","E01000123","Barnet 010D","E02000033","Barnet 010","E09000003","Barnet","E12000007","London",1664,1664,0,31.6,685,2.4,160,202,302,322,100,70,0,0,0.529801324503311,1.01,62.5,0,34.6534653465347,0,-80.3571428571429,NA,120,1769.43752,1642.80583,3045.66786,1812.35225,15685,15799,19133,27409,21596,18051,23515,23107,1.906375,0.7,1.68050546465236,1.07708256672062,5911,2252,4382,-4302
"86","E01000124","Barnet 010E","E02000033","Barnet 010","E09000003","Barnet","E12000007","London",1621,1621,0,63.4,660,2.5,161,195,277,356,50,31,0,10,0.581227436823105,0.833333333333333,31.055900621118,0,15.8974358974359,5.12820512820513,-95.3516329392907,0,121,1834.92488,1697.97948,3154.46585,1880.69236,8157,7825,7851,22512,10554,8569,10425,19689,1.43374741200828,0.62,1.67728966049503,1.08065197584131,2397,744,2574,-2823
"87","E01000125","Barnet 024A","E02000047","Barnet 024","E09000003","Barnet","E12000007","London",2779,2690,89,90.3,1015,2.7,151,211,478,787,96,173,0,0,0.315899581589958,0.365684575389948,63.5761589403974,0,81.9905213270142,0,22.4591356276078,NA,122,1571.87804,1477.44629,2771.86167,1667.11872,4086,1675,4785,17064,7128,5756,12520,9365,1.15759753004235,1.80208333333333,1.66266603376633,1.06391552142312,3042,4081,7735,-7699
"88","E01000126","Barnet 026A","E02000049","Barnet 026","E09000003","Barnet","E12000007","London",2162,2162,0,134,726,3,201,245,596,599,86,77,0,78,0.337248322147651,0.51255230125523,42.7860696517413,0,31.4285714285714,31.8367346938775,-36.1374943464496,0,123,1602.71874,1498.53526,2726.99516,1654.10424,3515,597,5740,19795,5985,4081,7230,17894,1.51980682362247,0.895348837209302,1.64862352326719,1.0695235426092,2470,3484,1490,-1901
"89","E01000127","Barnet 024B","E02000047","Barnet 024","E09000003","Barnet","E12000007","London",1505,1505,0,75,514,2.9,203,281,351,378,102,64,0,0,0.578347578347578,1.09765625,50.2463054187192,0,22.7758007117438,0,-120.612684729064,NA,124,1588.53256,1482.21563,2713.77169,1642.51934,7488,4875,9717,15294,8137,5290,7553,12218,1.89791794950739,0.627450980392157,1.65220075277774,1.07172838273201,649,415,-2164,-3076
"90","E01000128","Barnet 024C","E02000047","Barnet 024","E09000003","Barnet","E12000007","London",1869,1869,0,75.7,624,3,176,182,431,501,126,76,29,3,0.408352668213457,0.480211081794195,71.5909090909091,16.4772727272727,41.7582417582418,1.64835164835165,-71.4413875598086,0,125,1575.782,1473.58623,2689.80619,1627.50995,8729,4305,11179,16066,9830,7709,14220,10156,1.17597145598465,0.603174603174603,1.65271259324713,1.06935174061717,1101,3404,3041,-5910
"91","E01000129","Barnet 024D","E02000047","Barnet 024","E09000003","Barnet","E12000007","London",1782,1715,67,103.7,624,2.7,222,255,364,458,134,70,0,0,0.60989010989011,0.758928571428571,60.3603603603604,0,27.4509803921569,0,-119.88416988417,NA,126,1541.59204,1445.8357,2626.14865,1593.45392,4578,2865,7143,15129,5326,5171,10703,8969,1.24436936936937,0.522388059701492,1.64808571935359,1.06622906046655,748,2306,3560,-6160
"92","E01000130","Barnet 021A","E02000044","Barnet 021","E09000003","Barnet","E12000007","London",1603,1603,0,93.6,570,2.8,265,320,359,445,182,139,0,0,0.738161559888579,0.990712074303406,68.6792452830189,0,43.4375,0,-58.1104927378851,NA,127,1669.82107,1558.73714,2844.76646,1717.87536,7053,5128,9337,16901,6783,5736,8412,14069,1.34213447047141,0.763736263736264,1.65597954673499,1.07126533855477,-270,608,-925,-2832
"93","E01000131","Barnet 024E","E02000047","Barnet 024","E09000003","Barnet","E12000007","London",1806,1796,10,53.7,634,2.8,235,232,349,388,115,46,0,78,0.673352435530086,0.87218045112782,48.936170212766,0,19.8275862068966,33.6206896551724,-146.808510638298,0,128,1518.91784,1430.5663,2615.53734,1578.97588,10911,8330,14691,24848,13367,16357,17187,18372,1.29528075507919,0.4,1.65647707044138,1.06175983594748,2456,8027,2496,-6476
"94","E01000132","Barnet 021B","E02000044","Barnet 021","E09000003","Barnet","E12000007","London",1478,1478,0,96.3,495,3,189,262,425,397,88,133,0,0,0.444705882352941,0.952727272727273,46.5608465608466,0,50.763358778626,0,8.27863309066318,NA,129,1688.48386,1576.89927,2863.28212,1731.46832,7500,3932,10140,10326,9373,7070,10977,11978,2.14237614237614,1.51136363636364,1.65367283185406,1.07076202781171,1873,3138,837,1652
"95","E01000133","Barnet 021C","E02000044","Barnet 021","E09000003","Barnet","E12000007","London",1601,1601,0,102.9,565,2.8,171,220,384,412,99,50,16,0,0.4453125,0.758620689655172,57.8947368421053,9.35672514619883,22.7272727272727,0,-154.736842105263,NA,130,1706.26679,1595.22007,2904.04513,1759.89381,5990,3521,5409,12439,5930,5482,4873,9308,1.70356926799758,0.505050505050505,1.65012520272459,1.0696121632923,-60,1961,-536,-3131
"96","E01000134","Barnet 024F","E02000047","Barnet 024","E09000003","Barnet","E12000007","London",1632,1632,0,102.4,625,2.6,164,206,395,401,75,95,0,0,0.415189873417722,0.738351254480287,45.7317073170732,0,46.1165048543689,0,0.834403080872912,NA,131,1599.43516,1494.54045,2719.46828,1647.02783,7619,5958,13256,16826,10908,6651,11732,15641,1.77834600926654,1.26666666666667,1.65113681169553,1.07018525995733,3289,693,-1524,-1185
"97","E01000135","Barnet 038A","E02000061","Barnet 038","E09000003","Barnet","E12000007","London",1564,1493,71,47.3,541,2.8,173,197,278,301,110,76,0,0,0.622302158273381,1.10055865921788,63.5838150289017,0,38.5786802030457,0,-64.8159415880742,NA,132,1832.11,1729.26626,3156.69084,1901.98654,20747,25505,28359,29763,20498,20163,23538,28897,1.76852778764492,0.690909090909091,1.65968095652244,1.0594724724462,-249,-5342,-4821,-866
"98","E01000137","Barnet 041A","E02000064","Barnet 041","E09000003","Barnet","E12000007","London",1729,1644,85,140.8,669,2.5,143,162,298,417,24,113,65,0,0.479865771812081,0.549152542372881,16.7832167832168,45.4545454545455,69.7530864197531,0,75.939105142645,NA,134,1787.17233,1691.65087,3064.88802,1849.32541,6482,3810,8559,14415,7050,4883,7931,22213,1.14438781557425,4.70833333333333,1.65730055047478,1.05646641496422,568,1073,-628,7798
