"","zone_origin","akb","akb2007","aral","aral2007"
"438","E01000443",1469.26257,1351.03726,2491.65017,1515.25521
"439","E01000444",1047.66553,966.18936,1790.04533,1082.98821
"440","E01000445",1412.45345,1299.80082,2408.8419,1458.75985
"441","E01000446",1235.51295,1137.90949,2109.73195,1276.30828
"442","E01000447",1365.87269,1263.40744,2332.25174,1419.13657
"443","E01000448",1341.8119,1237.41045,2280.11202,1382.79903
"444","E01000449",1341.04024,1235.88587,2278.5723,1383.58745
"445","E01000450",1301.85695,1198.30761,2257.73485,1372.08318
"446","E01000451",1247.71958,1147.47895,2160.49973,1311.70387
"447","E01000452",1295.68261,1195.93186,2245.91543,1368.28827
"448","E01000453",1150.63599,1059.29514,1991.52372,1205.00873
"449","E01000454",1280.08944,1183.1781,2206.73822,1344.67109
"450","E01000455",1277.45617,1189.20286,2154.82836,1307.30018
"451","E01000456",1136.58575,1046.51582,1958.90919,1186.3288
"452","E01000457",1449.55588,1317.39255,2472.9179,1483.50263
"453","E01000458",1519.0437,1393.37507,2587.3847,1565.34731
"454","E01000459",1408.3302,1292.02446,2402.72939,1446.6616
"455","E01000460",1449.64507,1330.83479,2472.18441,1496.62292
"456","E01000461",1445.1588,1329.55147,2457.63962,1491.40156
"457","E01000462",1600.08572,1470.55814,2738.79561,1657.25851
"458","E01000463",1444.44159,1322.9567,2461.03618,1492.76735
"459","E01000464",1335.12175,1217.49295,2288.41557,1376.47574
"460","E01000465",1347.59238,1207.17758,2252.07363,1358.84627
"461","E01000466",1316.39726,1210.95355,2278.24341,1370.54199
"462","E01000467",1314.44089,1204.13706,2266.1336,1361.56333
"463","E01000468",1142.78061,1050.80833,1971.72488,1185.10794
"464","E01000469",1322.23894,1210.83059,2279.86053,1369.00549
"465","E01000470",1396.69631,1276.42623,2406.98908,1444.45645
"466","E01000471",1539.96893,1446.35281,2588.3742,1584.04835
"467","E01000472",1807.78305,1697.77097,3033.21525,1864.75073
"468","E01000473",1903.63659,1778.25206,3220.94186,1968.91422
"469","E01000474",1875.65032,1760.57544,3156.13651,1919.89199
"470","E01000475",1747.78789,1642.98551,2932.14761,1799.77814
"471","E01000476",1802.21979,1693.17907,3006.82615,1840.52366
"472","E01000477",1879.76343,1768.47781,3158.26869,1922.66582
"473","E01000478",1802.78896,1692.20511,3048.21711,1870.12632
"474","E01000479",1732.25869,1626.71521,2947.60228,1791.3551
"475","E01000480",1538.15157,1443.8878,2618.25951,1591.04724
"476","E01000481",1859.71207,1749.13969,3172.44874,1924.9219
"477","E01000482",1906.72832,1793.56917,3248.26548,1971.37595
"478","E01000483",1637.47981,1539.16438,2790.4155,1695.56287
"479","E01000484",1636.303,1536.17213,2798.58115,1698.67246
"480","E01000485",1611.61419,1512.16393,2747.82796,1672.17653
"481","E01000486",1814.56289,1705.835,3101.72026,1884.62387
"482","E01000487",1866.38286,1755.98341,3198.15729,1940.92528
"483","E01000488",1827.10664,1719.79576,3139.23743,1899.05507
"484","E01000489",1919.41553,1810.18078,3297.73823,1986.33846
"485","E01000490",2328.54153,2199.43068,3904.73419,2341.9234
"486","E01000491",1986.36511,1874.97109,3393.22616,2047.77682
"487","E01000492",1883.279,1776.34983,3228.04571,1953.97126
"488","E01000493",2017.05375,1911.61435,3439.37093,2081.87572
"489","E01000494",1979.91247,1852.84331,3371.0287,2033.68171
"490","E01000495",1943.92461,1830.75456,3346.23198,2016.88503
"491","E01000497",1670.40567,1569.26322,2793.98722,1696.56859
"492","E01000498",1581.45279,1482.58893,2694.93358,1632.9514
"493","E01000499",1611.49207,1513.43372,2749.64604,1658.38107
"494","E01000501",1640.09031,1539.56363,2755.41441,1667.47235
"495","E01000502",1636.94953,1538.8383,2789.89864,1689.03579
"496","E01000503",1650.77829,1549.61288,2793.10084,1685.94246
"497","E01000504",2124.17658,2004.22732,3636.87701,2193.64863
"498","E01000505",1789.99035,1683.42973,3053.41195,1844.76322
"499","E01000506",1738.81816,1630.85787,2993.42742,1810.49582
"500","E01000507",1991.7521,1876.71383,3415.92874,2060.09423
"501","E01000508",1815.70954,1711.00441,3106.66169,1881.77304
"502","E01000509",1559.55583,1464.30117,2663.4948,1613.24797
"503","E01000510",1789.12228,1683.04769,3041.19918,1843.40541
"504","E01000511",1771.37125,1667.98821,3050.10709,1840.32791
"505","E01000512",1900.50293,1789.10422,3249.67913,1962.83053
"506","E01000513",1669.77631,1561.42484,2837.39636,1716.7096
"507","E01000514",1596.43358,1490.53743,2709.91597,1640.89782
"508","E01000515",1610.16022,1496.42734,2707.17175,1642.91126
"509","E01000516",1643.71758,1558.346,2754.40282,1676.58381
"510","E01000517",1759.50971,1653.8146,3009.37733,1828.13642
"511","E01000518",1592.74016,1494.18397,2729.65602,1653.92645
"512","E01000519",1607.11352,1501.34743,2720.42557,1653.81773
"513","E01000520",1542.02984,1442.89694,2626.45756,1593.20727
"514","E01000521",1788.30038,1687.88418,3071.9977,1870.7325
"515","E01000522",1543.09622,1452.4396,2656.10747,1613.08661
"516","E01000523",1772.71294,1672.12956,3046.21656,1850.129
"517","E01000524",1951.62366,1842.61316,3325.70206,2022.92291
"518","E01000525",2017.19367,1907.05453,3458.47448,2105.4674
"519","E01000526",1692.66702,1596.24093,2899.30611,1760.08636
"520","E01000527",1561.80622,1469.72302,2677.78997,1627.70852
"521","E01000528",1700.66389,1603.81206,2937.51851,1783.13549
"522","E01000530",1743.97188,1640.68023,3006.35381,1809.69412
"523","E01000531",1855.42975,1749.11065,3180.05846,1918.24364
"524","E01000532",2134.31605,2021.15914,3651.6528,2203.24532
"525","E01000533",1853.12912,1746.96419,3190.77521,1935.63875
"526","E01000534",1720.25285,1619.41658,2967.96794,1793.17534
"527","E01000535",1875.48194,1767.62832,3230.22687,1951.26726
"528","E01000536",1698.38645,1604.00433,2904.00387,1749.05948
"529","E01000538",1450.21301,1359.69122,2460.09171,1495.12128
"530","E01000539",1410.82728,1321.66961,2398.87066,1457.38111
"531","E01000540",1785.96113,1680.39279,3026.08035,1834.5665
"532","E01000541",1703.38883,1606.82987,2845.17645,1741.38408
"533","E01000543",1645.59645,1541.82486,2812.35097,1711.03334
"534","E01000544",2082.52135,1975.19094,3594.02806,2171.05094
"535","E01000545",2110.35997,1999.8085,3629.55928,2181.924
"536","E01000546",2052.33678,1938.57411,3556.01961,2130.86233
"537","E01000547",1927.48449,1818.23244,3295.41768,1982.4028
"538","E01000548",2314.02511,2203.49467,3970.27888,2391.16929
"539","E01000549",2101.52784,1988.6198,3592.47906,2162.92337
"540","E01000550",2324.86907,2210.08495,4012.92304,2413.2222
"541","E01000551",2073.918,1960.72381,3549.65443,2137.94327
"542","E01000552",2080.57573,1970.91662,3578.11918,2152.70052
"543","E01000553",1836.60994,1719.9249,3154.53598,1888.95315
"544","E01000554",1750.0562,1637.48885,2982.02369,1792.38807
"545","E01000555",1800.67209,1690.30205,3076.30143,1853.75267
"546","E01000556",1939.64907,1816.93547,3302.66059,1986.56241
"547","E01000557",1917.41836,1800.20817,3298.51211,1978.38809
"548","E01000558",1881.25077,1764.30503,3228.19352,1939.0135
"549","E01000559",1812.03257,1705.12831,3092.53361,1867.99438
"550","E01000560",1729.83749,1626.67369,2951.85794,1783.1245
"551","E01000561",2246.21716,2122.47339,3821.06928,2303.77036
"552","E01000562",1749.08094,1633.50506,2953.60605,1819.6753
"553","E01000563",1804.64227,1695.16891,3058.90015,1866.28452
"554","E01000564",1959.79395,1841.85107,3307.35746,2001.70411
"555","E01000565",1875.49822,1766.45932,3174.54947,1935.58121
"556","E01000566",1710.84781,1604.89887,2898.67776,1755.21466
"557","E01000567",1784.88798,1677.57659,3018.36588,1844.24728
"558","E01000568",1782.40655,1684.71428,3018.44327,1852.02228
"559","E01000569",1930.25367,1815.00103,3268.83269,1981.93707
"560","E01000570",1885.69183,1770.83227,3196.30662,1928.96081
"561","E01000571",1893.05209,1776.13225,3212.57056,1941.21042
"562","E01000572",1788.36149,1679.1179,3026.53916,1838.19041
"563","E01000573",1602.29394,1503.56758,2721.06822,1651.3611
"564","E01000574",1879.87286,1767.55583,3183.47716,1933.44351
"565","E01000575",1842.70588,1732.77294,3135.90341,1906.45559
"566","E01000576",1816.33821,1705.18393,3077.16615,1862.89564
"567","E01000577",1835.50829,1723.17973,3119.85167,1889.24929
"568","E01000578",1867.34389,1750.27199,3190.71261,1927.27646
"569","E01000579",2057.02409,1943.26329,3540.61914,2129.38384
"570","E01000580",1972.63914,1864.18288,3397.92638,2045.06382
"571","E01000581",1977.1785,1865.68026,3384.96894,2052.33864
"572","E01000582",1730.09725,1630.46482,2974.48985,1794.91327
"573","E01000583",2121.43684,2006.79225,3633.74325,2188.18181
"574","E01000584",1804.97254,1701.14606,3081.46165,1865.22988
"575","E01000585",1830.05715,1727.84141,3133.87875,1893.68393
"576","E01000586",1997.34162,1898.36515,3421.39577,2065.35934
"577","E01000587",1467.20802,1372.6176,2514.48144,1524.54386
"578","E01000588",1587.9616,1484.67852,2744.17726,1656.93567
"579","E01000589",1596.22402,1498.61648,2738.47697,1664.13216
"580","E01000590",1515.07057,1419.8153,2587.69921,1573.58783
"581","E01000591",1663.02277,1557.5285,2830.83402,1723.95682
"582","E01000592",1597.28762,1493.0217,2781.27138,1674.84244
"583","E01000593",1387.09221,1298.36961,2369.2793,1438.63642
"584","E01000594",1632.33612,1533.47276,2801.44202,1702.58772
"585","E01000595",1831.65255,1729.23834,3158.20095,1913.25516
"586","E01000596",1718.1055,1616.77726,2923.96517,1779.59922
"587","E01000599",1792.18336,1692.04248,3071.97636,1873.04314
"588","E01000600",1835.86949,1731.94346,3128.09968,1906.21466
"589","E01000601",1645.06476,1545.20785,2802.59446,1702.92248
"590","E01000602",1708.62779,1605.08212,2897.24309,1762.04195
"591","E01000603",1708.47584,1606.66691,2901.52635,1766.35849
"592","E01000604",1709.1879,1605.97818,2891.79142,1758.58007
"593","E01000605",1826.08398,1716.06468,3103.69332,1885.17228
"594","E01000606",1739.01234,1653.27544,2934.39181,1795.72093
"595","E01000607",1705.46765,1598.15885,2888.47815,1756.4471
"596","E01000608",1974.81304,1852.9938,3324.30692,2028.25052
"597","E01000609",1557.90452,1460.40761,2633.10808,1608.34607
"598","E01000610",2054.10759,1924.28569,3500.2777,2121.19937
"599","E01000611",1946.37715,1828.19784,3282.93003,2010.94988
"600","E01000612",1949.50599,1827.50452,3293.02719,2014.88786
"601","E01000613",2044.00842,1921.365,3470.71857,2095.06811
"602","E01000615",1786.96808,1676.47164,3089.93374,1854.10284
"603","E01000616",2014.13502,1889.36277,3438.69238,2088.29798
"604","E01000617",2040.84699,1922.46203,3466.63139,2109.2706
"605","E01000618",1701.90824,1598.59964,2885.93095,1756.78026
"606","E01000619",1544.99112,1450.0921,2621.81591,1595.3251
"607","E01000620",2099.44314,1978.59984,3562.68742,2161.66129
"608","E01000621",1891.48661,1778.67298,3194.09554,1942.49248
"609","E01000622",1622.77279,1525.32059,2763.29012,1675.97458
"610","E01000623",1419.99455,1331.70058,2416.6828,1469.02654
"611","E01000624",1652.5992,1550.83332,2813.57048,1710.06299
"612","E01000625",1672.77886,1573.00245,2845.3649,1729.93434
"613","E01000626",1625.64097,1526.99997,2770.60578,1681.81036
"614","E01000627",1677.62055,1579.14306,2865.55357,1737.80605
"615","E01000628",1733.87654,1631.67531,2969.93308,1797.37843
"616","E01000629",1443.84247,1353.57528,2456.27295,1492.64132
"617","E01000630",2231.9131,2090.62397,3804.76432,2303.10011
"618","E01000631",1970.36791,1850.37675,3352.3189,2042.52597
"619","E01000632",1907.20027,1794.80408,3154.72878,1959.86669
"620","E01000633",2002.46137,1877.24998,3376.35769,2045.83503
"621","E01000634",1766.90609,1656.41244,2990.86806,1814.79569
"622","E01000635",2151.10469,2025.19705,3646.20569,2200.51746
"623","E01000636",1979.63616,1859.18695,3370.13338,2044.09736
"624","E01000637",1627.81693,1530.34533,2785.92673,1684.56545
"625","E01000638",1743.84566,1650.78116,3004.74662,1816.54921
"626","E01000639",1800.18123,1693.50559,3080.47136,1860.66918
"627","E01000640",1804.71986,1699.83846,3086.60983,1871.5426
"628","E01000641",1627.22947,1529.50386,2783.28062,1683.60147
"629","E01000642",1936.86877,1825.20405,3290.65142,1989.76764
"630","E01000643",1734.00646,1636.22877,2985.79014,1804.97637
"631","E01000644",1890.79152,1783.54835,3267.30487,1968.57985
"632","E01000645",1611.08785,1463.17265,2762.12454,1651.11461
"633","E01000646",1678.23462,1532.02045,2869.86234,1728.00345
"634","E01000647",1624.81343,1477.25088,2800.6502,1678.2838
"635","E01000648",1523.81561,1385.04421,2601.84073,1555.08694
"636","E01000649",1612.17993,1459.7039,2759.69961,1645.09317
"637","E01000650",1667.32113,1501.33729,2856.24104,1698.80986
"638","E01000651",1609.4491,1453.01942,2749.8616,1639.89268
"639","E01000652",1558.48963,1410.62838,2661.93995,1582.68241
"640","E01000653",1577.88941,1443.27884,2706.16698,1627.47616
"641","E01000654",879.03501,800.85652,1498.64968,900.48055
"642","E01000655",1009.86822,899.82865,1704.26813,1012.88456
"643","E01000656",1034.10183,926.20779,1751.77245,1042.69551
"644","E01000657",1066.06758,952.78995,1811.31027,1073.27728
"645","E01000658",1123.53119,1009.70056,1915.31892,1138.09059
"646","E01000659",1023.3271,911.47019,1727.88925,1026.14293
"647","E01000661",1474.57688,1325.22347,2510.80957,1491.35402
"648","E01000662",1520.53275,1363.91321,2601.69445,1535.08237
"649","E01000663",1477.4998,1325.1806,2530.3731,1487.57575
"650","E01000664",1396.91194,1256.6507,2384.42125,1417.67526
"651","E01000665",1380.99457,1230.82738,2353.52904,1392.17314
"652","E01000666",1378.957,1223.74302,2341.35265,1385.13236
"653","E01000667",1486.9834,1225.12439,2355.71747,1379.76355
"654","E01000668",1504.71221,1357.23147,2567.83047,1531.59385
"655","E01000669",1254.04195,1143.83526,2144.24662,1286.31684
"656","E01000670",1827.09892,1667.3088,3198.53541,1909.54699
"657","E01000671",1613.49074,1471.54402,2760.02438,1658.36332
"658","E01000672",1480.09057,1356.16774,2550.7075,1548.51421
"659","E01000673",1595.04204,1468.23207,2748.6528,1669.6673
"660","E01000674",1570.23792,1441.4519,2709.67011,1647.75011
"661","E01000675",1872.42655,1710.60644,3202.43532,1934.91452
"662","E01000676",1643.43703,1503.22699,2821.3912,1691.82742
"663","E01000677",1717.83251,1575.3308,2955.43106,1789.34242
"664","E01000678",1673.69629,1529.3474,2885.04222,1730.00357
"665","E01000679",1571.26657,1435.03687,2689.2928,1615.48864
"666","E01000680",1557.54521,1393.05132,2678.24162,1558.30564
"667","E01000681",1441.86241,1279.2847,2458.41819,1434.64835
"668","E01000682",1524.50605,1332.27474,2598.4404,1497.08846
"669","E01000683",1478.88528,1316.33475,2533.95234,1475.39939
"670","E01000684",1434.12953,1281.98473,2448.3501,1434.10684
"671","E01000685",1435.95921,1280.58082,2447.2617,1432.46291
"672","E01000686",1389.64172,1226.75066,2366.20664,1376.15842
"673","E01000687",1352.1023,1203.00774,2298.28402,1349.71691
"674","E01000688",1399.51211,1246.74966,2388.27318,1394.93518
"675","E01000689",1419.24189,1290.54384,2426.30174,1452.2022
"676","E01000690",1412.62149,1284.4753,2427.75188,1460.153
"677","E01000691",1478.31261,1348.88297,2534.72188,1523.94152
"678","E01000692",1425.90638,1294.72791,2440.43221,1465.35686
"679","E01000693",1432.74234,1302.04845,2453.31306,1466.9585
"680","E01000694",1647.63939,1497.36423,2823.88417,1682.93626
"681","E01000695",1457.58275,1330.19988,2514.24154,1503.22413
"682","E01000696",1486.00769,1343.4523,2555.41102,1527.16606
"683","E01000697",1610.58512,1457.35923,2774.76289,1639.88235
"684","E01000698",1467.84231,1299.87796,2507.7236,1464.32933
"685","E01000699",1786.19679,1658.68183,3097.74546,1879.05457
"686","E01000700",1763.32967,1634.00398,3054.34278,1857.59448
"687","E01000701",1795.78149,1663.13313,3116.66541,1893.6951
"688","E01000702",1822.04788,1685.28534,3166.51988,1929.06103
"689","E01000703",1788.89046,1655.45509,3100.41482,1886.7495
"690","E01000704",1791.95606,1659.47792,3101.61435,1885.05669
"691","E01000705",1751.28705,1624.76158,3033.39229,1840.45371
"692","E01000706",1713.03516,1586.95007,2964.55384,1805.40951
"693","E01000707",1701.22808,1571.02648,2938.32794,1787.849
"694","E01000708",1684.99824,1556.23232,2939.40383,1788.99021
"695","E01000709",1759.7516,1624.06555,3047.43335,1849.03427
"696","E01000710",1770.06557,1630.21435,3065.4971,1853.59407
"697","E01000711",2140.41994,1991.29704,3907.10206,2335.91172
"698","E01000712",1846.58444,1700.19655,3208.67762,1948.52828
"699","E01000713",1574.62717,1449.38519,2716.78048,1648.2836
"700","E01000714",1996.7702,1833.43595,3416.72321,2079.84445
"701","E01000715",1714.88683,1579.40929,2954.25262,1794.43196
"702","E01000716",1651.96452,1522.72065,2846.26789,1727.92546
"703","E01000717",1710.34107,1570.82071,2971.64937,1807.05544
"704","E01000718",1644.61234,1512.903,2853.35342,1726.92904
"705","E01000719",1448.22076,1265.40724,2462.91732,1436.43741
"706","E01000720",1298.78633,1158.33708,2213.01053,1305.27404
"707","E01000721",1450.33803,1262.28148,2474.81874,1428.71302
"708","E01000722",1465.6977,1318.27295,2506.84744,1487.54036
"709","E01000723",1268.53218,1133.57309,2162.43796,1272.53076
"710","E01000724",1391.14179,1229.24504,2377.72495,1387.71745
"711","E01000725",1364.60064,1203.88539,2324.93678,1357.8562
"712","E01000726",1312.98912,1170.24593,2243.77371,1318.98102
"713","E01000727",1348.75122,1200.72152,2302.21625,1350.17798
"714","E01000728",1417.64628,1245.81355,2429.38645,1403.24812
"715","E01000729",1347.80636,1208.66093,2295.98576,1361.90669
"716","E01000730",1478.42435,1300.24054,2527.55222,1469.15702
"717","E01000731",1471.23159,1308.91208,2509.9569,1479.08686
"718","E01000732",1488.98981,1316.71693,2538.2832,1482.66452
"719","E01000733",1425.30664,1266.27661,2433.91057,1423.5151
"720","E01000734",1471.40262,1304.57414,2509.57975,1468.1411
"721","E01000735",1351.29347,1214.06649,2310.91141,1367.35345
"722","E01000736",1385.40512,1247.21771,2368.56218,1407.06738
"723","E01000737",1475.96043,1318.65521,2517.96007,1488.10143
"724","E01000738",1354.87685,1223.92601,2327.4748,1375.85219
"725","E01000739",1496.08742,1326.448,2550.11394,1497.20264
"726","E01000740",1867.61206,1732.88313,3243.94605,1967.38182
"727","E01000741",1747.61052,1617.22049,3048.41989,1844.99172
"728","E01000742",2013.77543,1862.18987,3528.85398,2175.56167
"729","E01000743",1938.82793,1801.66244,3459.77154,2090.04059
"730","E01000744",1833.4576,1704.56781,3181.01207,1928.57578
"731","E01000745",1791.99545,1658.82709,3120.84382,1885.42938
"732","E01000746",1788.17495,1648.64571,3147.73064,1894.22833
"733","E01000747",1186.58246,1071.52188,2024.03679,1208.31725
