"","LSOA11NM","LSOA11CD","MSOA11CD","MSOA11NM","LAD11CD","LAD11NM","RGN11CD","RGN11NM","USUALRES","HHOLDRES","COMESTRES","POPDEN","HHOLDS","AVHHOLDSZ","LA.CODE","LA.NAME","X","IMD2007","INCOME2007","EMPLOYMENT2007","EDUCATION2007","IMD","Income","Employment","Education","dif_IMD","dif_income","dif_employ","dif_edu"
"4190","Sutton 014D","E01004160","E02000853","Sutton 014","E09000029","Sutton","E12000007","London",1575,1575,0,69.8,672,2.3,"00BF","Sutton",NA,26201,25929,27699,26702,25566,23200,24370,27247,-635,-2729,-3329,545
"4191","Sutton 014E","E01004161","E02000853","Sutton 014","E09000029","Sutton","E12000007","London",1444,1444,0,44.2,594,2.4,"00BF","Sutton",NA,27921,26038,29207,24519,26870,24420,26318,22450,-1051,-1618,-2889,-2069
"4211","Sutton 018E","E01004162","E02000857","Sutton 018","E09000029","Sutton","E12000007","London",1549,1500,49,87,745,2,"00BF","Sutton",NA,20489,18955,23419,29448,21469,18032,23211,28101,980,-923,-208,-1347
"4141","Sutton 005B","E01004163","E02000844","Sutton 005","E09000029","Sutton","E12000007","London",1541,1541,0,71.2,615,2.5,"00BF","Sutton",NA,20321,22104,24271,11910,19305,19117,19746,14809,-1016,-2987,-4525,2899
"4135","Sutton 004A","E01004164","E02000843","Sutton 004","E09000029","Sutton","E12000007","London",1476,1476,0,62.9,639,2.3,"00BF","Sutton",NA,20547,24096,27158,13547,19243,24096,25669,13189,-1304,0,-1489,-358
"4142","Sutton 005C","E01004165","E02000844","Sutton 005","E09000029","Sutton","E12000007","London",1668,1668,0,66.6,705,2.4,"00BF","Sutton",NA,15960,13763,17110,13437,16340,13888,14683,17866,380,125,-2427,4429
"4136","Sutton 004B","E01004166","E02000843","Sutton 004","E09000029","Sutton","E12000007","London",1449,1449,0,58.7,658,2.2,"00BF","Sutton",NA,20959,17541,20897,18250,20797,17623,20346,23065,-162,82,-551,4815
"4143","Sutton 005D","E01004167","E02000844","Sutton 005","E09000029","Sutton","E12000007","London",1318,1318,0,80.5,527,2.5,"00BF","Sutton",NA,11969,7651,13745,11766,8956,5246,9646,11730,-3013,-2405,-4099,-36
"4186","Sutton 013E","E01004168","E02000852","Sutton 013","E09000029","Sutton","E12000007","London",1576,1576,0,70.1,579,2.7,"00BF","Sutton",NA,24934,23905,22567,17757,25592,26810,24942,15176,658,2905,2375,-2581
"4137","Sutton 004C","E01004169","E02000843","Sutton 004","E09000029","Sutton","E12000007","London",1135,1135,0,78.3,460,2.5,"00BF","Sutton",NA,8196,4375,10776,7993,13710,13245,19227,14311,5514,8870,8451,6318
"4203","Sutton 017B","E01004170","E02000856","Sutton 017","E09000029","Sutton","E12000007","London",1721,1714,7,68.5,751,2.3,"00BF","Sutton",NA,25644,26132,23400,28693,23396,19248,25142,27105,-2248,-6884,1742,-1588
"4165","Sutton 010A","E01004171","E02000849","Sutton 010","E09000029","Sutton","E12000007","London",1518,1493,25,41.3,558,2.7,"00BF","Sutton",NA,24914,23370,25759,22975,25933,25868,29680,25508,1019,2498,3921,2533
"4166","Sutton 010B","E01004172","E02000849","Sutton 010","E09000029","Sutton","E12000007","London",1549,1527,22,86.6,748,2,"00BF","Sutton",NA,9983,7584,11182,19699,12600,8225,11830,20576,2617,641,648,877
"4167","Sutton 010C","E01004173","E02000849","Sutton 010","E09000029","Sutton","E12000007","London",1385,1385,0,61.3,520,2.7,"00BF","Sutton",NA,21423,20546,21979,17583,19032,16379,17087,20808,-2391,-4167,-4892,3225
"4204","Sutton 017C","E01004174","E02000856","Sutton 017","E09000029","Sutton","E12000007","London",1444,1444,0,84.3,664,2.2,"00BF","Sutton",NA,17531,17465,14807,26458,18198,18502,14830,25146,667,1037,23,-1312
"4168","Sutton 010D","E01004175","E02000849","Sutton 010","E09000029","Sutton","E12000007","London",1614,1608,6,62,690,2.3,"00BF","Sutton",NA,23170,20257,20764,19342,22462,21040,19636,19034,-708,783,-1128,-308
"4169","Sutton 010E","E01004176","E02000849","Sutton 010","E09000029","Sutton","E12000007","London",1419,1419,0,88.1,583,2.4,"00BF","Sutton",NA,20319,17769,24506,19481,18962,16716,21287,24225,-1357,-1053,-3219,4744
"4219","Sutton 020C","E01004177","E02000859","Sutton 020","E09000029","Sutton","E12000007","London",1754,1684,70,78.8,911,1.8,"00BF","Sutton",NA,12899,13273,14799,22221,12080,9436,11750,22846,-819,-3837,-3049,625
"4205","Sutton 017D","E01004178","E02000856","Sutton 017","E09000029","Sutton","E12000007","London",1979,1961,18,81.8,950,2.1,"00BF","Sutton",NA,13051,13212,15229,25690,14507,12883,15604,23582,1456,-329,375,-2108
"4206","Sutton 017E","E01004179","E02000856","Sutton 017","E09000029","Sutton","E12000007","London",1567,1560,7,68.2,599,2.6,"00BF","Sutton",NA,25541,25453,27171,28600,25969,25239,29850,28649,428,-214,2679,49
"4220","Sutton 020D","E01004180","E02000859","Sutton 020","E09000029","Sutton","E12000007","London",1711,1682,29,28.7,616,2.7,"00BF","Sutton",NA,30307,30275,25509,30886,30137,27103,26510,30167,-170,-3172,1001,-719
"4221","Sutton 020E","E01004181","E02000859","Sutton 020","E09000029","Sutton","E12000007","London",1643,1583,60,58.5,756,2.1,"00BF","Sutton",NA,18270,17966,19678,27466,17046,14906,17731,23850,-1224,-3060,-1947,-3616
"4216","Sutton 019E","E01004182","E02000858","Sutton 019","E09000029","Sutton","E12000007","London",1546,1546,0,105,653,2.4,"00BF","Sutton",NA,13425,7266,14112,15530,9690,6898,7144,15260,-3735,-368,-6968,-270
"4121","Sutton 001B","E01004183","E02000840","Sutton 001","E09000029","Sutton","E12000007","London",1667,1667,0,78.3,663,2.5,"00BF","Sutton",NA,8356,5873,9919,5049,9060,8103,8860,6872,704,2230,-1059,1823
"4122","Sutton 001C","E01004184","E02000840","Sutton 001","E09000029","Sutton","E12000007","London",1590,1590,0,57.5,598,2.7,"00BF","Sutton",NA,7692,4618,8708,4309,7755,6808,8074,6066,63,2190,-634,1757
"4123","Sutton 001D","E01004185","E02000840","Sutton 001","E09000029","Sutton","E12000007","London",1452,1427,25,36,565,2.5,"00BF","Sutton",NA,6768,3924,6501,6755,3965,2819,4069,3357,-2803,-1105,-2432,-3398
"4138","Sutton 004D","E01004186","E02000843","Sutton 004","E09000029","Sutton","E12000007","London",1724,1724,0,57.6,790,2.2,"00BF","Sutton",NA,19592,16433,24756,17917,19522,18173,21330,21210,-70,1740,-3426,3293
"4144","Sutton 005E","E01004187","E02000844","Sutton 005","E09000029","Sutton","E12000007","London",1607,1607,0,92.3,640,2.5,"00BF","Sutton",NA,13152,11245,16029,8143,10504,9142,10436,10786,-2648,-2103,-5593,2643
"4139","Sutton 004E","E01004188","E02000843","Sutton 004","E09000029","Sutton","E12000007","London",1711,1711,0,48.5,724,2.4,"00BF","Sutton",NA,15666,8757,18675,13301,15248,10929,15499,11487,-418,2172,-3176,-1814
"4124","Sutton 001E","E01004189","E02000840","Sutton 001","E09000029","Sutton","E12000007","London",1879,1879,0,55.9,750,2.5,"00BF","Sutton",NA,10627,7697,13204,6943,8793,7839,9283,7363,-1834,142,-3921,420
"4156","Sutton 008C","E01004190","E02000847","Sutton 008","E09000029","Sutton","E12000007","London",1367,1367,0,51.7,499,2.7,"00BF","Sutton",NA,31189,30515,30821,23847,31021,30688,28984,25652,-168,173,-1837,1805
"4157","Sutton 008D","E01004191","E02000847","Sutton 008","E09000029","Sutton","E12000007","London",1651,1651,0,67.3,657,2.5,"00BF","Sutton",NA,26905,23391,28426,23053,28015,24345,26457,23657,1110,954,-1969,604
"4147","Sutton 006C","E01004192","E02000845","Sutton 006","E09000029","Sutton","E12000007","London",1931,1931,0,49.5,753,2.6,"00BF","Sutton",NA,22301,16156,27994,13451,23500,18708,22568,18672,1199,2552,-5426,5221
"4148","Sutton 006D","E01004193","E02000845","Sutton 006","E09000029","Sutton","E12000007","London",2328,2328,0,62.7,923,2.5,"00BF","Sutton",NA,28455,27352,28717,19793,23706,17201,26479,20429,-4749,-10151,-2238,636
"4158","Sutton 008E","E01004194","E02000847","Sutton 008","E09000029","Sutton","E12000007","London",1356,1356,0,66.2,609,2.2,"00BF","Sutton",NA,20684,16015,17625,22940,24147,22042,20842,22880,3463,6027,3217,-60
"4149","Sutton 006E","E01004195","E02000845","Sutton 006","E09000029","Sutton","E12000007","London",1578,1561,17,66.6,661,2.4,"00BF","Sutton",NA,21332,17632,18707,22961,24939,21847,27144,24184,3607,4215,8437,1223
"4159","Sutton 008F","E01004196","E02000847","Sutton 008","E09000029","Sutton","E12000007","London",1444,1430,14,59.1,567,2.5,"00BF","Sutton",NA,29850,28320,27670,24011,29712,24591,29232,25881,-138,-3729,1562,1870
"4245","Tower Hamlets 002A","E01004197","E02000865","Tower Hamlets 002","E09000030","Tower Hamlets","E12000007","London",2329,2285,44,137.1,964,2.4,"00BG","Tower Hamlets",NA,1945,2076,4668,18162,4639,4440,7562,16575,2694,2364,2894,-1587
"4246","Tower Hamlets 002B","E01004198","E02000865","Tower Hamlets 002","E09000030","Tower Hamlets","E12000007","London",1529,1522,7,160.9,606,2.5,"00BG","Tower Hamlets",NA,1582,964,3253,10586,2046,1873,3846,9596,464,909,593,-990
"4247","Tower Hamlets 002C","E01004199","E02000865","Tower Hamlets 002","E09000030","Tower Hamlets","E12000007","London",1637,1637,0,237.2,574,2.9,"00BG","Tower Hamlets",NA,977,247,3820,5136,1319,1198,2563,6652,342,951,-1257,1516
"4260","Tower Hamlets 005A","E01004200","E02000868","Tower Hamlets 005","E09000030","Tower Hamlets","E12000007","London",1566,1394,172,273.3,585,2.4,"00BG","Tower Hamlets",NA,6461,6989,14191,15445,8220,9814,18457,29894,1759,2825,4266,14449
"4248","Tower Hamlets 002D","E01004201","E02000865","Tower Hamlets 002","E09000030","Tower Hamlets","E12000007","London",1556,1533,23,119.9,619,2.5,"00BG","Tower Hamlets",NA,4309,1614,6309,14722,6563,4707,7999,17817,2254,3093,1690,3095
"4261","Tower Hamlets 005B","E01004202","E02000868","Tower Hamlets 005","E09000030","Tower Hamlets","E12000007","London",1705,1705,0,152,713,2.4,"00BG","Tower Hamlets",NA,4148,1801,7225,13945,8470,7158,15059,22747,4322,5357,7834,8802
"4262","Tower Hamlets 005C","E01004203","E02000868","Tower Hamlets 005","E09000030","Tower Hamlets","E12000007","London",1779,1779,0,169.1,689,2.6,"00BG","Tower Hamlets",NA,3179,2722,9544,11550,6930,9006,14102,19879,3751,6284,4558,8329
"4263","Tower Hamlets 005D","E01004204","E02000868","Tower Hamlets 005","E09000030","Tower Hamlets","E12000007","London",1582,1538,44,187.2,631,2.4,"00BG","Tower Hamlets",NA,2748,1001,5234,12629,3278,1940,5027,13484,530,939,-207,855
"4295","Tower Hamlets 013A","E01004205","E02000876","Tower Hamlets 013","E09000030","Tower Hamlets","E12000007","London",2106,2106,0,155.9,688,3.1,"00BG","Tower Hamlets",NA,1224,145,3884,6711,3008,1859,4532,9616,1784,1714,648,2905
"4296","Tower Hamlets 013B","E01004206","E02000876","Tower Hamlets 013","E09000030","Tower Hamlets","E12000007","London",1492,1491,1,194,554,2.7,"00BG","Tower Hamlets",NA,796,114,1984,7043,1408,1254,3224,7673,612,1140,1240,630
"4286","Tower Hamlets 011A","E01004207","E02000874","Tower Hamlets 011","E09000030","Tower Hamlets","E12000007","London",1416,1342,74,206.4,515,2.6,"00BG","Tower Hamlets",NA,4518,2241,8795,17744,3336,3870,6119,11423,-1182,1629,-2676,-6321
"4297","Tower Hamlets 013C","E01004208","E02000876","Tower Hamlets 013","E09000030","Tower Hamlets","E12000007","London",1976,1842,134,122.1,788,2.3,"00BG","Tower Hamlets",NA,6350,3973,14767,19865,7015,11816,18825,22328,665,7843,4058,2463
"4287","Tower Hamlets 011B","E01004209","E02000874","Tower Hamlets 011","E09000030","Tower Hamlets","E12000007","London",1366,1366,0,169.9,466,2.9,"00BG","Tower Hamlets",NA,2562,614,7017,6155,1999,1507,5613,7451,-563,893,-1404,1296
"4298","Tower Hamlets 013D","E01004211","E02000876","Tower Hamlets 013","E09000030","Tower Hamlets","E12000007","London",1463,1461,2,88.8,720,2,"00BG","Tower Hamlets",NA,4788,4239,9629,20315,5346,8041,13946,29851,558,3802,4317,9536
"4288","Tower Hamlets 011D","E01004212","E02000874","Tower Hamlets 011","E09000030","Tower Hamlets","E12000007","London",1780,1604,176,202.7,720,2.2,"00BG","Tower Hamlets",NA,3639,1772,8826,13747,6771,8387,13734,13488,3132,6615,4908,-259
"4366","Tower Hamlets 030A","E01004214","E02000893","Tower Hamlets 030","E09000030","Tower Hamlets","E12000007","London",1669,1669,0,248.4,665,2.5,"00BG","Tower Hamlets",NA,1241,80,2356,9424,2622,1231,2178,6275,1381,1151,-178,-3149
"4358","Tower Hamlets 028A","E01004215","E02000891","Tower Hamlets 028","E09000030","Tower Hamlets","E12000007","London",2756,2756,0,91.4,1168,2.4,"00BG","Tower Hamlets",NA,4142,1315,6472,11698,11618,7554,15275,22056,7476,6239,8803,10358
"4367","Tower Hamlets 030B","E01004216","E02000893","Tower Hamlets 030","E09000030","Tower Hamlets","E12000007","London",1619,1619,0,178.5,737,2.2,"00BG","Tower Hamlets",NA,14105,10656,24462,18906,18141,12497,23141,24234,4036,1841,-1321,5328
"4368","Tower Hamlets 030C","E01004217","E02000893","Tower Hamlets 030","E09000030","Tower Hamlets","E12000007","London",1745,1745,0,42.2,779,2.2,"00BG","Tower Hamlets",NA,6264,3718,9444,18062,9132,6558,9944,18988,2868,2840,500,926
"4369","Tower Hamlets 030D","E01004218","E02000893","Tower Hamlets 030","E09000030","Tower Hamlets","E12000007","London",1750,1750,0,119,731,2.4,"00BG","Tower Hamlets",NA,14112,11562,18283,19173,19205,14750,21971,25426,5093,3188,3688,6253
"4359","Tower Hamlets 028B","E01004219","E02000891","Tower Hamlets 028","E09000030","Tower Hamlets","E12000007","London",2294,2294,0,115,851,2.7,"00BG","Tower Hamlets",NA,537,63,2012,12634,5688,4600,11110,16187,5151,4537,9098,3553
"4360","Tower Hamlets 028D","E01004221","E02000891","Tower Hamlets 028","E09000030","Tower Hamlets","E12000007","London",1881,1881,0,141.3,802,2.3,"00BG","Tower Hamlets",NA,9101,4065,17907,17698,12786,9849,13772,23851,3685,5784,-4135,6153
"4241","Tower Hamlets 001A","E01004222","E02000864","Tower Hamlets 001","E09000030","Tower Hamlets","E12000007","London",2480,2479,1,179.5,1048,2.4,"00BG","Tower Hamlets",NA,1374,593,2238,5974,2724,1249,3871,10272,1350,656,1633,4298
"4242","Tower Hamlets 001B","E01004223","E02000864","Tower Hamlets 001","E09000030","Tower Hamlets","E12000007","London",2079,2079,0,35.1,938,2.2,"00BG","Tower Hamlets",NA,1860,1444,3015,12474,3753,4449,5691,10942,1893,3005,2676,-1532
"4243","Tower Hamlets 001C","E01004224","E02000864","Tower Hamlets 001","E09000030","Tower Hamlets","E12000007","London",2000,2000,0,45.6,806,2.5,"00BG","Tower Hamlets",NA,1420,1875,2636,5508,4699,3798,7617,12713,3279,1923,4981,7205
"4254","Tower Hamlets 004A","E01004225","E02000867","Tower Hamlets 004","E09000030","Tower Hamlets","E12000007","London",2178,2178,0,173.5,1147,1.9,"00BG","Tower Hamlets",NA,11373,24251,30509,21402,13864,15287,28229,20174,2491,-8964,-2280,-1228
"4244","Tower Hamlets 001D","E01004226","E02000864","Tower Hamlets 001","E09000030","Tower Hamlets","E12000007","London",1738,1738,0,187.5,676,2.6,"00BG","Tower Hamlets",NA,4689,2545,5573,10199,4281,3914,7295,12047,-408,1369,1722,1848
"4249","Tower Hamlets 003A","E01004228","E02000866","Tower Hamlets 003","E09000030","Tower Hamlets","E12000007","London",1857,1849,8,146.6,769,2.4,"00BG","Tower Hamlets",NA,7475,7272,8336,20595,9763,9469,12464,23285,2288,2197,4128,2690
"4255","Tower Hamlets 004C","E01004229","E02000867","Tower Hamlets 004","E09000030","Tower Hamlets","E12000007","London",1484,1484,0,142.4,551,2.7,"00BG","Tower Hamlets",NA,4667,2742,7442,13455,6711,6016,10398,15733,2044,3274,2956,2278
"4250","Tower Hamlets 003B","E01004230","E02000866","Tower Hamlets 003","E09000030","Tower Hamlets","E12000007","London",2101,2091,10,133.1,803,2.6,"00BG","Tower Hamlets",NA,3607,2251,5312,12860,6106,6647,9471,12812,2499,4396,4159,-48
"4256","Tower Hamlets 004D","E01004231","E02000867","Tower Hamlets 004","E09000030","Tower Hamlets","E12000007","London",1793,1793,0,165.4,629,2.9,"00BG","Tower Hamlets",NA,1534,989,4451,8235,4117,4156,7759,10791,2583,3167,3308,2556
"4251","Tower Hamlets 003C","E01004232","E02000866","Tower Hamlets 003","E09000030","Tower Hamlets","E12000007","London",1665,1631,34,86.1,603,2.7,"00BG","Tower Hamlets",NA,7330,8905,11954,25480,12002,16296,20867,30905,4672,7391,8913,5425
"4252","Tower Hamlets 003D","E01004233","E02000866","Tower Hamlets 003","E09000030","Tower Hamlets","E12000007","London",1821,1821,0,218.9,751,2.4,"00BG","Tower Hamlets",NA,3276,891,4806,8975,5262,2367,6441,9059,1986,1476,1635,84
"4253","Tower Hamlets 003E","E01004234","E02000866","Tower Hamlets 003","E09000030","Tower Hamlets","E12000007","London",2218,2218,0,38.7,903,2.5,"00BG","Tower Hamlets",NA,7529,9752,12273,24541,9985,16309,20252,25066,2456,6557,7979,525
"4272","Tower Hamlets 008A","E01004235","E02000871","Tower Hamlets 008","E09000030","Tower Hamlets","E12000007","London",1372,1372,0,345.6,513,2.7,"00BG","Tower Hamlets",NA,1923,767,5267,8083,4738,2716,5049,10828,2815,1949,-218,2745
"4273","Tower Hamlets 008B","E01004236","E02000871","Tower Hamlets 008","E09000030","Tower Hamlets","E12000007","London",1679,1679,0,164.3,497,3.4,"00BG","Tower Hamlets",NA,789,69,3881,4738,2710,1323,4733,8223,1921,1254,852,3485
"4274","Tower Hamlets 008C","E01004237","E02000871","Tower Hamlets 008","E09000030","Tower Hamlets","E12000007","London",1158,1158,0,177.3,506,2.3,"00BG","Tower Hamlets",NA,3029,1354,7692,11901,4254,2200,7551,19104,1225,846,-141,7203
"4275","Tower Hamlets 008D","E01004238","E02000871","Tower Hamlets 008","E09000030","Tower Hamlets","E12000007","London",2733,2733,0,77,1058,2.6,"00BG","Tower Hamlets",NA,717,50,3710,5435,3501,1552,7395,18030,2784,1502,3685,12595
"4276","Tower Hamlets 008E","E01004239","E02000871","Tower Hamlets 008","E09000030","Tower Hamlets","E12000007","London",1649,1649,0,154.5,533,3.1,"00BG","Tower Hamlets",NA,2794,1330,6000,9530,3334,2869,5767,7436,540,1539,-233,-2094
"4290","Tower Hamlets 012A","E01004240","E02000875","Tower Hamlets 012","E09000030","Tower Hamlets","E12000007","London",1815,1815,0,209.6,574,3.2,"00BG","Tower Hamlets",NA,2965,453,6324,8258,4235,3349,6551,8443,1270,2896,227,185
"4291","Tower Hamlets 012B","E01004241","E02000875","Tower Hamlets 012","E09000030","Tower Hamlets","E12000007","London",1621,1621,0,138.8,570,2.8,"00BG","Tower Hamlets",NA,1494,241,3740,5708,2608,2578,4430,8714,1114,2337,690,3006
"4292","Tower Hamlets 012C","E01004242","E02000875","Tower Hamlets 012","E09000030","Tower Hamlets","E12000007","London",2453,2433,20,121.6,898,2.7,"00BG","Tower Hamlets",NA,798,160,1954,7383,3361,2261,7298,12618,2563,2101,5344,5235
"4325","Tower Hamlets 020A","E01004243","E02000883","Tower Hamlets 020","E09000030","Tower Hamlets","E12000007","London",1789,1789,0,153.4,614,2.9,"00BG","Tower Hamlets",NA,1660,360,3614,7327,3699,3728,4376,4273,2039,3368,762,-3054
"4326","Tower Hamlets 020B","E01004244","E02000883","Tower Hamlets 020","E09000030","Tower Hamlets","E12000007","London",1885,1788,97,137.1,686,2.6,"00BG","Tower Hamlets",NA,912,661,1563,9689,1192,968,1002,8001,280,307,-561,-1688
"4317","Tower Hamlets 018A","E01004245","E02000881","Tower Hamlets 018","E09000030","Tower Hamlets","E12000007","London",1539,1539,0,72.5,433,3.6,"00BG","Tower Hamlets",NA,375,49,1857,3816,1487,431,2294,4939,1112,382,437,1123
"4318","Tower Hamlets 018B","E01004246","E02000881","Tower Hamlets 018","E09000030","Tower Hamlets","E12000007","London",1977,1977,0,97.1,747,2.6,"00BG","Tower Hamlets",NA,5886,4495,9599,17256,4396,4635,8764,14083,-1490,140,-835,-3173
"4327","Tower Hamlets 020C","E01004247","E02000883","Tower Hamlets 020","E09000030","Tower Hamlets","E12000007","London",1934,1934,0,162.5,714,2.7,"00BG","Tower Hamlets",NA,1156,481,5301,4796,1248,979,2667,5937,92,498,-2634,1141
"4319","Tower Hamlets 018C","E01004248","E02000881","Tower Hamlets 018","E09000030","Tower Hamlets","E12000007","London",1344,1344,0,125.7,441,3,"00BG","Tower Hamlets",NA,834,177,3182,4742,1088,650,3117,2118,254,473,-65,-2624
"4320","Tower Hamlets 018D","E01004249","E02000881","Tower Hamlets 018","E09000030","Tower Hamlets","E12000007","London",2049,2049,0,112.5,758,2.7,"00BG","Tower Hamlets",NA,1829,613,3877,6672,1450,731,3048,6201,-379,118,-829,-471
"4328","Tower Hamlets 020D","E01004250","E02000883","Tower Hamlets 020","E09000030","Tower Hamlets","E12000007","London",2342,2342,0,234.4,866,2.7,"00BG","Tower Hamlets",NA,1523,299,3708,3365,1960,1185,3653,5353,437,886,-55,1988
"4338","Tower Hamlets 023A","E01004251","E02000886","Tower Hamlets 023","E09000030","Tower Hamlets","E12000007","London",2082,2082,0,163.6,779,2.7,"00BG","Tower Hamlets",NA,828,200,2526,7069,4211,3771,6773,11044,3383,3571,4247,3975
"4342","Tower Hamlets 024A","E01004252","E02000887","Tower Hamlets 024","E09000030","Tower Hamlets","E12000007","London",2707,2707,0,168.1,1107,2.4,"00BG","Tower Hamlets",NA,221,19,341,6652,3354,2513,5397,16538,3133,2494,5056,9886
"4343","Tower Hamlets 024B","E01004253","E02000887","Tower Hamlets 024","E09000030","Tower Hamlets","E12000007","London",2340,2266,74,153.3,829,2.7,"00BG","Tower Hamlets",NA,3355,1833,6567,8738,3679,2534,5752,8277,324,701,-815,-461
"4339","Tower Hamlets 023B","E01004254","E02000886","Tower Hamlets 023","E09000030","Tower Hamlets","E12000007","London",2120,2120,0,124.3,1046,2,"00BG","Tower Hamlets",NA,13869,14549,28571,18141,12809,10594,23155,28638,-1060,-3955,-5416,10497
"4340","Tower Hamlets 023C","E01004255","E02000886","Tower Hamlets 023","E09000030","Tower Hamlets","E12000007","London",1618,1618,0,172.3,647,2.5,"00BG","Tower Hamlets",NA,1628,202,3595,7078,4059,3476,5437,11573,2431,3274,1842,4495
"4344","Tower Hamlets 024C","E01004256","E02000887","Tower Hamlets 024","E09000030","Tower Hamlets","E12000007","London",1729,1729,0,120.7,611,2.8,"00BG","Tower Hamlets",NA,1198,353,4207,9084,2606,1161,4196,7232,1408,808,-11,-1852
"4345","Tower Hamlets 024D","E01004257","E02000887","Tower Hamlets 024","E09000030","Tower Hamlets","E12000007","London",1884,1883,1,149.9,618,3,"00BG","Tower Hamlets",NA,2122,1513,7955,5738,2620,1586,6298,7275,498,73,-1657,1537
"4341","Tower Hamlets 023D","E01004258","E02000886","Tower Hamlets 023","E09000030","Tower Hamlets","E12000007","London",1506,1506,0,154.5,713,2.1,"00BG","Tower Hamlets",NA,7757,6911,12959,7554,11594,11365,15187,19431,3837,4454,2228,11877
"4268","Tower Hamlets 007A","E01004259","E02000870","Tower Hamlets 007","E09000030","Tower Hamlets","E12000007","London",1723,1694,29,129.3,812,2.1,"00BG","Tower Hamlets",NA,5465,5211,9672,20003,7762,8918,14161,21171,2297,3707,4489,1168
"4269","Tower Hamlets 007B","E01004260","E02000870","Tower Hamlets 007","E09000030","Tower Hamlets","E12000007","London",1790,1790,0,182.5,636,2.8,"00BG","Tower Hamlets",NA,3433,1181,8221,8225,3708,3638,7322,10893,275,2457,-899,2668
"4281","Tower Hamlets 010A","E01004261","E02000873","Tower Hamlets 010","E09000030","Tower Hamlets","E12000007","London",2525,1655,870,151.9,550,3,"00BG","Tower Hamlets",NA,8499,6305,19737,6956,9309,10370,20753,9353,810,4065,1016,2397
"4282","Tower Hamlets 010B","E01004262","E02000873","Tower Hamlets 010","E09000030","Tower Hamlets","E12000007","London",1742,1366,376,118.7,495,2.8,"00BG","Tower Hamlets",NA,5443,3248,9393,13870,6573,9011,16003,12260,1130,5763,6610,-1610
"4270","Tower Hamlets 007C","E01004263","E02000870","Tower Hamlets 007","E09000030","Tower Hamlets","E12000007","London",1419,1401,18,174.1,529,2.6,"00BG","Tower Hamlets",NA,3857,1525,5561,11283,3739,2936,6750,7132,-118,1411,1189,-4151
"4283","Tower Hamlets 010C","E01004264","E02000873","Tower Hamlets 010","E09000030","Tower Hamlets","E12000007","London",1537,1537,0,252.8,457,3.4,"00BG","Tower Hamlets",NA,2821,409,6793,7278,4533,2400,7328,10548,1712,1991,535,3270
"4271","Tower Hamlets 007D","E01004266","E02000870","Tower Hamlets 007","E09000030","Tower Hamlets","E12000007","London",1545,1545,0,188.2,583,2.7,"00BG","Tower Hamlets",NA,4523,3137,9244,12840,7926,6453,10817,21324,3403,3316,1573,8484
"4293","Tower Hamlets 012D","E01004267","E02000875","Tower Hamlets 012","E09000030","Tower Hamlets","E12000007","London",1767,1754,13,83.8,707,2.5,"00BG","Tower Hamlets",NA,3275,2736,8502,12831,3494,2220,7477,17423,219,-516,-1025,4592
"4294","Tower Hamlets 012E","E01004268","E02000875","Tower Hamlets 012","E09000030","Tower Hamlets","E12000007","London",1784,1756,28,345.1,688,2.6,"00BG","Tower Hamlets",NA,751,276,2411,3741,3717,2016,5364,10429,2966,1740,2953,6688
"4299","Tower Hamlets 014A","E01004269","E02000877","Tower Hamlets 014","E09000030","Tower Hamlets","E12000007","London",1975,1920,55,127.3,726,2.6,"00BG","Tower Hamlets",NA,2069,1686,3517,7295,3344,3450,7302,17407,1275,1764,3785,10112
"4300","Tower Hamlets 014B","E01004270","E02000877","Tower Hamlets 014","E09000030","Tower Hamlets","E12000007","London",2236,2236,0,76.2,745,3,"00BG","Tower Hamlets",NA,5441,4847,14115,12986,7979,8222,18309,19189,2538,3375,4194,6203
"4301","Tower Hamlets 014C","E01004271","E02000877","Tower Hamlets 014","E09000030","Tower Hamlets","E12000007","London",1589,1589,0,165.7,548,2.9,"00BG","Tower Hamlets",NA,2012,427,4035,8462,3746,2264,7126,8670,1734,1837,3091,208
"4302","Tower Hamlets 014D","E01004272","E02000877","Tower Hamlets 014","E09000030","Tower Hamlets","E12000007","London",2099,2099,0,221.4,639,3.3,"00BG","Tower Hamlets",NA,1483,158,4896,4461,2542,1640,3270,6649,1059,1482,-1626,2188
"4303","Tower Hamlets 014E","E01004273","E02000877","Tower Hamlets 014","E09000030","Tower Hamlets","E12000007","London",1904,1904,0,112.9,594,3.2,"00BG","Tower Hamlets",NA,1315,208,4413,6938,1604,798,3464,7071,289,590,-949,133
"4370","Tower Hamlets 031A","E01004274","E02000894","Tower Hamlets 031","E09000030","Tower Hamlets","E12000007","London",1973,1973,0,232.4,654,3,"00BG","Tower Hamlets",NA,2935,333,6065,14618,7912,3943,7507,14907,4977,3610,1442,289
"4371","Tower Hamlets 031B","E01004275","E02000894","Tower Hamlets 031","E09000030","Tower Hamlets","E12000007","London",1879,1879,0,135.5,768,2.4,"00BG","Tower Hamlets",NA,8388,10197,14605,12266,16101,14489,18933,16936,7713,4292,4328,4670
"4372","Tower Hamlets 031C","E01004276","E02000894","Tower Hamlets 031","E09000030","Tower Hamlets","E12000007","London",2024,2024,0,248.6,996,2,"00BG","Tower Hamlets",NA,24253,32307,32400,26619,27612,31577,32635,27663,3359,-730,235,1044
