Codes;Names;pop0-15;Working age
E01004497;Wandsworth 024C;263;1012
E01004498;Wandsworth 031D;162;1297
E01004499;Wandsworth 020A;206;1262
E01004500;Wandsworth 014A;124;1328
E01004501;Wandsworth 014B;229;1152
E01004502;Wandsworth 020B;267;1155
E01004503;Wandsworth 014C;229;1274
E01004504;Wandsworth 020C;315;1014
E01004505;Wandsworth 014D;148;1223
E01004506;Wandsworth 011A;162;1422
E01004507;Wandsworth 014E;123;1333
E01004508;Wandsworth 012A;179;1523
E01004509;Wandsworth 010A;137;1725
E01004510;Wandsworth 012B;223;1407
E01004511;Wandsworth 010B;226;1350
E01004512;Wandsworth 019B;298;1107
E01004513;Wandsworth 018B;241;1405
E01004514;Wandsworth 012C;221;1271
E01004515;Wandsworth 012D;203;1371
E01004516;Wandsworth 036A;427;1182
E01004517;Wandsworth 037A;359;1362
E01004518;Wandsworth 036B;384;1180
E01004519;Wandsworth 036C;300;1179
E01004520;Wandsworth 036D;239;1020
E01004521;Wandsworth 037B;413;1438
E01004522;Wandsworth 037C;358;1127
E01004523;Wandsworth 036E;260;1060
E01004524;Wandsworth 037D;311;1106
E01004525;Wandsworth 035A;224;1332
E01004526;Wandsworth 035B;195;1113
E01004527;Wandsworth 035C;225;1131
E01004528;Wandsworth 035D;243;1182
E01004529;Wandsworth 035E;257;1382
E01004530;Wandsworth 035F;207;1257
E01004531;Wandsworth 033A;335;1251
E01004532;Wandsworth 032A;253;1121
E01004533;Wandsworth 033B;291;1025
E01004534;Wandsworth 008A;181;1249
E01004535;Wandsworth 007A;457;1099
E01004536;Wandsworth 008B;332;1481
E01004537;Wandsworth 007B;366;1192
E01004538;Wandsworth 007C;323;1364
E01004539;Wandsworth 003A;512;1330
E01004540;Wandsworth 003B;306;1326
E01004541;Wandsworth 007D;288;1126
E01004542;Wandsworth 021D;314;1166
E01004543;Wandsworth 027A;339;1228
E01004544;Wandsworth 021E;323;1082
E01004545;Wandsworth 027B;97;1295
E01004546;Wandsworth 027C;233;1267
E01004547;Wandsworth 029C;270;999
E01004548;Wandsworth 029D;196;1672
E01004549;Wandsworth 027D;272;1128
E01004550;Wandsworth 017D;286;925
E01004551;Wandsworth 012E;178;1340
E01004552;Wandsworth 008C;111;1688
E01004553;Wandsworth 015A;183;1391
E01004554;Wandsworth 009A;318;1221
E01004555;Wandsworth 017E;373;1183
E01004556;Wandsworth 009B;370;1126
E01004557;Wandsworth 015B;283;1154
E01004558;Wandsworth 015C;382;1267
E01004559;Wandsworth 015D;341;997
E01004560;Wandsworth 001A;230;1358
E01004561;Wandsworth 002A;285;2035
E01004562;Wandsworth 002B;280;1150
E01004563;Wandsworth 002C;381;1213
E01004564;Wandsworth 002D;176;1333
E01004565;Wandsworth 005A;152;1243
E01004566;Wandsworth 001B;177;1149
E01004567;Wandsworth 002E;454;1350
E01004568;Wandsworth 013A;390;1035
E01004569;Wandsworth 023A;376;1359
E01004570;Wandsworth 023B;438;1469
E01004571;Wandsworth 023C;275;1174
E01004572;Wandsworth 016A;285;1225
E01004573;Wandsworth 023D;231;1071
E01004574;Wandsworth 013B;474;1192
E01004575;Wandsworth 013C;221;1521
E01004576;Wandsworth 013D;285;939
E01004577;Wandsworth 003C;222;1286
E01004578;Wandsworth 004A;295;1986
E01004579;Wandsworth 004B;254;1122
E01004580;Wandsworth 004C;220;1422
E01004581;Wandsworth 004D;197;1342
E01004582;Wandsworth 001C;208;1452
E01004583;Wandsworth 001D;162;1192
E01004584;Wandsworth 003D;403;1095
E01004585;Wandsworth 008D;183;1444
E01004586;Wandsworth 009C;124;1551
E01004587;Wandsworth 009D;242;1411
E01004588;Wandsworth 008E;211;1586
E01004589;Wandsworth 009E;220;1366
E01004590;Wandsworth 005B;243;1303
E01004591;Wandsworth 005C;164;1431
E01004592;Wandsworth 005D;175;1208
E01004593;Wandsworth 025A;207;1424
E01004594;Wandsworth 020D;326;1134
E01004595;Wandsworth 025B;202;1365
E01004596;Wandsworth 020E;325;1149
E01004597;Wandsworth 025C;343;1267
E01004598;Wandsworth 025D;182;1467
E01004599;Wandsworth 025E;327;1035
E01004600;Wandsworth 018C;428;1368
E01004601;Wandsworth 018D;301;1371
E01004602;Wandsworth 010C;204;1254
E01004603;Wandsworth 010D;308;1670
E01004604;Wandsworth 006A;406;1144
E01004605;Wandsworth 006B;287;1220
E01004606;Wandsworth 006C;181;1287
E01004607;Wandsworth 006D;311;1260
E01004608;Wandsworth 006E;185;1213
E01004609;Wandsworth 010E;213;1694
E01004610;Wandsworth 033C;271;1286
E01004611;Wandsworth 032B;237;1158
E01004612;Wandsworth 032C;269;1142
E01004613;Wandsworth 033D;282;1095
E01004614;Wandsworth 034A;255;1436
E01004615;Wandsworth 034B;371;1202
E01004616;Wandsworth 034C;213;1511
E01004617;Wandsworth 034D;248;1194
E01004618;Wandsworth 032D;229;1034
E01004619;Wandsworth 015E;349;968
E01004620;Wandsworth 019C;301;1264
E01004621;Wandsworth 019D;343;1205
E01004622;Wandsworth 024D;131;1287
E01004623;Wandsworth 019E;328;1190
E01004624;Wandsworth 024E;292;1167
E01004625;Wandsworth 027E;363;902
E01004626;Wandsworth 027F;321;1328
E01004627;Wandsworth 019F;301;1109
E01004628;Wandsworth 022A;285;1341
E01004629;Wandsworth 020F;285;1019
E01004630;Wandsworth 022B;365;1061
E01004631;Wandsworth 022C;290;1108
E01004632;Wandsworth 028A;290;1042
E01004633;Wandsworth 022D;351;1121
E01004634;Wandsworth 028B;192;1106
E01004635;Wandsworth 028C;213;1232
E01004636;Wandsworth 028D;261;1112
E01004637;Wandsworth 028E;224;1009
E01004638;Wandsworth 011B;328;940
E01004639;Wandsworth 011C;211;1227
E01004640;Wandsworth 011D;285;1298
E01004641;Wandsworth 011E;277;1252
E01004642;Wandsworth 016B;314;1188
E01004643;Wandsworth 016C;330;1440
E01004644;Wandsworth 016D;288;1143
E01004645;Wandsworth 016E;385;1347
E01004646;Westminster 002A;345;910
E01004647;Westminster 001A;240;994
E01004648;Westminster 002B;344;1456
E01004649;Westminster 001B;292;1122
E01004650;Westminster 002C;273;1250
E01004651;Westminster 003A;211;1395
E01004652;Westminster 017A;170;1609
E01004653;Westminster 014A;277;1338
E01004654;Westminster 014B;198;1757
E01004655;Westminster 014C;225;1773
E01004656;Westminster 014D;235;1565
E01004657;Westminster 012A;108;1150
E01004658;Westminster 012B;105;1431
E01004659;Westminster 008A;138;1609
E01004660;Westminster 008B;135;1431
E01004661;Westminster 012C;124;1771
E01004662;Westminster 012D;154;1674
E01004663;Westminster 012E;209;1422
E01004664;Westminster 023A;332;1242
E01004665;Westminster 024A;389;908
E01004666;Westminster 023B;205;859
E01004667;Westminster 023C;194;1189
E01004668;Westminster 023D;259;953
E01004669;Westminster 024B;264;1164
E01004670;Westminster 009A;653;1815
E01004671;Westminster 009B;613;2037
E01004672;Westminster 009C;592;2050
E01004673;Westminster 009D;426;2135
E01004674;Westminster 005A;397;1273
E01004675;Westminster 005B;315;1528
E01004676;Westminster 006A;241;1354
E01004677;Westminster 005C;216;1290
E01004678;Westminster 005D;376;1378
E01004679;Westminster 005E;367;1410
E01004680;Westminster 015A;136;1155
E01004681;Westminster 016A;243;1734
E01004682;Westminster 016B;107;1221
E01004683;Westminster 015B;291;1260
E01004684;Westminster 015C;244;1435
E01004685;Westminster 015D;300;1754
E01004686;Westminster 015E;161;1281
E01004687;Westminster 019A;247;1348
E01004688;Westminster 019B;151;1384
E01004689;Westminster 019C;241;1132
E01004690;Westminster 019D;235;1355
E01004691;Westminster 019E;173;1409
E01004692;Westminster 019F;174;1228
E01004693;Westminster 017B;185;1223
E01004694;Westminster 016C;165;1615
E01004695;Westminster 017C;93;1320
E01004696;Westminster 017D;243;1187
E01004697;Westminster 016D;176;1305
E01004698;Westminster 017E;166;1444
E01004699;Westminster 017F;112;1939
E01004700;Westminster 016E;160;1551
E01004701;Westminster 007A;203;1273
E01004702;Westminster 009E;501;1604
E01004703;Westminster 007B;321;1419
E01004704;Westminster 007C;261;1956
E01004705;Westminster 007D;255;1277
E01004706;Westminster 006B;153;1424
E01004707;Westminster 006C;258;1561
E01004708;Westminster 006D;169;1349
E01004709;Westminster 007E;304;1264
E01004710;Westminster 002D;333;1139
E01004711;Westminster 002E;370;1303
E01004712;Westminster 008C;159;1422
E01004713;Westminster 011A;207;1488
E01004714;Westminster 011B;147;1726
E01004715;Westminster 013A;176;1381
E01004716;Westminster 011C;194;1116
E01004717;Westminster 011D;104;1439
E01004718;Westminster 004A;330;1319
E01004719;Westminster 004B;417;1290
E01004720;Westminster 004C;390;1275
E01004721;Westminster 004D;347;1252
E01004722;Westminster 004E;608;1540
E01004723;Westminster 005F;386;1505
E01004724;Westminster 001C;249;1329
E01004725;Westminster 003B;283;1116
E01004726;Westminster 003C;267;1222
E01004727;Westminster 008D;257;1705
E01004728;Westminster 003D;250;1223
E01004729;Westminster 003E;247;1130
E01004730;Westminster 001D;249;1217
E01004731;Westminster 020A;142;1512
E01004732;Westminster 020B;191;1128
E01004733;Westminster 020C;325;1803
E01004734;Westminster 018A;138;1481
E01004735;Westminster 018B;106;1622
E01004736;Westminster 018C;131;1501
E01004737;Westminster 024C;210;929
E01004738;Westminster 024D;123;1081
E01004739;Westminster 024E;58;1068
E01004740;Westminster 021A;182;1001
E01004741;Westminster 024F;161;1029
E01004742;Westminster 022A;126;1347
E01004743;Westminster 021B;282;1133
E01004744;Westminster 020D;174;1047
E01004745;Westminster 021C;251;1548
E01004746;Westminster 021D;250;1004
E01004747;Westminster 021E;222;1489
E01004748;Westminster 020E;167;1048
E01004749;Westminster 022B;237;1634
E01004750;Westminster 023E;220;1483
E01004751;Westminster 022C;194;1450
E01004752;Westminster 022D;124;1367
E01004753;Westminster 022E;165;1450
E01004754;Westminster 010A;341;1139
E01004755;Westminster 010B;378;1704
E01004756;Westminster 006E;251;1488
E01004757;Westminster 010C;361;1160
E01004758;Westminster 010D;624;1610
E01004759;Westminster 010E;306;875
E01004760;Westminster 014E;212;1193
E01004761;Westminster 018D;182;1640
E01004762;Westminster 011E;250;1738
E01004763;Westminster 013B;128;1886
E01004764;Westminster 013C;187;1642
E01004765;Westminster 013D;244;1821
;LSOA average for London;319;1112
;;;
;;;
;;;
;;;
;;;
