Codes;Names;pop0-15;Working age
E01002313;Havering 001D;319;866
E01002314;Havering 004E;378;966
E01002315;Havering 006D;328;947
E01002316;Havering 004F;310;956
E01002317;Havering 014C;306;951
E01002318;Havering 014D;280;1002
E01002319;Havering 016A;321;984
E01002320;Havering 021A;310;1005
E01002321;Havering 021B;303;1086
E01002322;Havering 021C;412;1362
E01002323;Havering 021D;320;1039
E01002324;Havering 021E;242;929
E01002325;Havering 011C;359;973
E01002326;Havering 005D;268;894
E01002327;Havering 009A;295;910
E01002328;Havering 009B;322;1073
E01002329;Havering 011D;334;961
E01002330;Havering 011E;274;1079
E01002331;Havering 005E;315;919
E01002332;Havering 009C;286;1013
E01002333;Havering 008A;218;803
E01002334;Havering 008B;257;1062
E01002335;Havering 009D;247;908
E01002336;Havering 008C;292;959
E01002337;Havering 012A;213;772
E01002338;Havering 009E;261;865
E01002339;Havering 008D;349;1007
E01002340;Havering 009F;277;835
E01002341;Havering 008E;201;829
E01002342;Havering 030A;355;1034
E01002343;Havering 029A;298;1018
E01002344;Havering 029B;249;948
E01002345;Havering 030B;367;1083
E01002346;Havering 030C;323;1000
E01002347;Havering 030D;280;905
E01002348;Havering 029C;242;952
E01002349;Havering 029D;279;930
E01002350;Havering 016B;239;1019
E01002351;Havering 016C;269;1103
E01002352;Havering 016D;300;1103
E01002353;Havering 013B;292;1131
E01002354;Havering 012B;217;846
E01002355;Havering 014E;311;980
E01002356;Havering 013C;356;1278
E01002357;Havering 013D;266;1292
E01002358;Havering 016E;282;1224
E01002359;Havering 020A;262;820
E01002360;Havering 020B;190;786
E01002361;Havering 020C;240;1018
E01002362;Havering 022D;222;932
E01002363;Havering 020D;295;987
E01002364;Havering 023C;258;880
E01002365;Havering 023D;224;805
E01002366;Havering 023E;320;932
E01002367;Havering 020E;285;1008
E01002368;Havering 028A;423;1099
E01002369;Havering 028B;303;1179
E01002370;Havering 028C;420;1262
E01002371;Havering 028D;263;980
E01002372;Havering 027C;351;1015
E01002373;Havering 027D;258;940
E01002374;Havering 027E;312;957
E01002375;Havering 028E;359;936
E01002376;Havering 012C;268;989
E01002377;Havering 010D;264;1001
E01002378;Havering 010E;371;1021
E01002379;Havering 012D;236;944
E01002380;Havering 012E;290;1217
E01002381;Havering 012F;257;940
E01002382;Havering 014F;310;1070
E01002383;Havering 010F;273;982
E01002384;Havering 019D;241;927
E01002385;Havering 024A;315;983
E01002386;Havering 022E;278;1130
E01002387;Havering 024B;318;950
E01002388;Havering 024C;329;1021
E01002389;Havering 024D;267;944
E01002390;Havering 024E;306;938
E01002391;Havering 018E;252;896
E01002392;Hillingdon 020A;489;975
E01002393;Hillingdon 020B;442;1187
E01002394;Hillingdon 021A;330;924
E01002395;Hillingdon 021B;378;932
E01002396;Hillingdon 026A;445;1040
E01002397;Hillingdon 021C;411;1039
E01002398;Hillingdon 021D;357;1095
E01002399;Hillingdon 021E;348;1051
E01002400;Hillingdon 024A;367;780
E01002401;Hillingdon 024B;343;1002
E01002402;Hillingdon 024C;397;999
E01002403;Hillingdon 024D;411;1038
E01002404;Hillingdon 024E;435;1070
E01002405;Hillingdon 027A;401;1212
E01002406;Hillingdon 027B;479;1201
E01002407;Hillingdon 030A;380;1177
E01002408;Hillingdon 019A;314;1061
E01002409;Hillingdon 019B;384;1051
E01002410;Hillingdon 017A;279;1077
E01002411;Hillingdon 022A;299;1055
E01002412;Hillingdon 017B;315;1507
E01002413;Hillingdon 022B;268;934
E01002414;Hillingdon 015A;547;1874
E01002415;Hillingdon 010A;373;1079
E01002416;Hillingdon 008A;376;1108
E01002417;Hillingdon 008B;296;998
E01002418;Hillingdon 006A;426;1019
E01002419;Hillingdon 006B;299;1023
E01002420;Hillingdon 008C;348;1001
E01002421;Hillingdon 008D;338;1037
E01002422;Hillingdon 018A;337;904
E01002423;Hillingdon 018B;340;1005
E01002424;Hillingdon 018C;389;1033
E01002425;Hillingdon 018D;479;1036
E01002426;Hillingdon 021F;417;1059
E01002427;Hillingdon 018E;294;940
E01002428;Hillingdon 018F;310;894
E01002429;Hillingdon 019C;365;882
E01002430;Hillingdon 007A;264;932
E01002431;Hillingdon 006C;281;868
E01002432;Hillingdon 006D;190;943
E01002433;Hillingdon 004A;261;953
E01002434;Hillingdon 007B;269;821
E01002435;Hillingdon 007C;234;891
E01002436;Hillingdon 004B;292;1018
E01002437;Hillingdon 006E;221;811
E01002438;Hillingdon 003A;278;825
E01002439;Hillingdon 003B;289;979
E01002440;Hillingdon 003C;290;877
E01002441;Hillingdon 003D;275;965
E01002442;Hillingdon 003E;288;1010
E01002443;Hillingdon 032A;281;1019
E01002444;Hillingdon 031A;213;1277
E01002445;Hillingdon 029A;501;995
E01002446;Hillingdon 031B;285;1067
E01002447;Hillingdon 031C;327;1206
E01002448;Hillingdon 032B;304;1149
E01002449;Hillingdon 032C;265;1201
E01002450;Hillingdon 014A;315;933
E01002451;Hillingdon 014B;385;927
E01002452;Hillingdon 014C;306;1037
E01002453;Hillingdon 014D;341;1089
E01002454;Hillingdon 014E;394;1069
E01002455;Hillingdon 019D;323;1057
E01002456;Hillingdon 017C;319;973
E01002457;Hillingdon 019E;398;1022
E01002458;Hillingdon 011A;271;895
E01002459;Hillingdon 011B;302;945
E01002460;Hillingdon 011C;181;779
E01002461;Hillingdon 013A;261;906
E01002462;Hillingdon 011D;301;879
E01002463;Hillingdon 013B;341;915
E01002464;Hillingdon 011E;339;931
E01002465;Hillingdon 009A;316;957
E01002466;Hillingdon 010B;376;1051
E01002467;Hillingdon 009B;262;858
E01002468;Hillingdon 010C;324;1164
E01002469;Hillingdon 010D;331;1122
E01002470;Hillingdon 007D;246;921
E01002471;Hillingdon 008E;301;1017
E01002472;Hillingdon 002A;202;931
E01002473;Hillingdon 001A;231;1020
E01002474;Hillingdon 002B;287;957
E01002475;Hillingdon 001B;219;963
E01002476;Hillingdon 001C;269;974
E01002477;Hillingdon 001D;193;925
E01002478;Hillingdon 002C;264;1013
E01002479;Hillingdon 004C;354;1027
E01002480;Hillingdon 004D;297;1069
E01002481;Hillingdon 004E;326;1008
E01002482;Hillingdon 001E;283;947
E01002483;Hillingdon 002D;252;1056
E01002484;Hillingdon 002E;284;913
E01002485;Hillingdon 002F;283;1106
E01002486;Hillingdon 028A;461;1111
E01002487;Hillingdon 028B;368;1110
E01002488;Hillingdon 030B;368;1037
E01002489;Hillingdon 030C;412;1100
E01002490;Hillingdon 030D;406;1221
E01002491;Hillingdon 032D;385;930
E01002492;Hillingdon 030E;387;1013
E01002493;Hillingdon 032E;578;1136
E01002494;Hillingdon 009C;361;1102
E01002495;Hillingdon 010E;402;1319
E01002496;Hillingdon 012A;321;1129
E01002497;Hillingdon 012B;303;1077
E01002498;Hillingdon 012C;274;892
E01002499;Hillingdon 012D;280;1244
E01002500;Hillingdon 012E;358;1045
E01002501;Hillingdon 026B;332;1041
E01002502;Hillingdon 026C;358;951
E01002503;Hillingdon 027C;392;993
E01002504;Hillingdon 027D;354;1186
E01002505;Hillingdon 026D;374;1109
E01002506;Hillingdon 027E;395;1071
E01002507;Hillingdon 027F;360;1000
E01002508;Hillingdon 026E;507;1041
E01002509;Hillingdon 017D;252;949
E01002510;Hillingdon 015B;310;1065
E01002511;Hillingdon 017E;325;1037
E01002512;Hillingdon 013C;254;1085
E01002513;Hillingdon 013D;183;879
E01002514;Hillingdon 015C;254;1150
E01002515;Hillingdon 015D;295;1112
E01002516;Hillingdon 013E;248;935
E01002517;Hillingdon 016A;242;2792
E01002518;Hillingdon 022C;193;921
E01002519;Hillingdon 022D;193;1007
E01002520;Hillingdon 016B;369;1126
E01002521;Hillingdon 016C;198;925
E01002522;Hillingdon 015E;149;803
E01002523;Hillingdon 016D;278;1063
E01002524;Hillingdon 016E;227;1314
E01002525;Hillingdon 029B;241;1008
E01002526;Hillingdon 028C;441;1017
E01002527;Hillingdon 031D;293;919
E01002528;Hillingdon 028D;365;1005
E01002529;Hillingdon 029C;340;1145
E01002530;Hillingdon 029D;414;907
E01002531;Hillingdon 029E;247;1045
E01002532;Hillingdon 028E;385;1138
E01002533;Hillingdon 005A;396;948
E01002534;Hillingdon 005B;273;887
E01002535;Hillingdon 007E;223;1101
E01002536;Hillingdon 009D;251;917
E01002537;Hillingdon 009E;202;885
E01002538;Hillingdon 005C;224;1017
E01002539;Hillingdon 005D;279;912
E01002540;Hillingdon 020C;359;1065
E01002541;Hillingdon 023A;376;1262
E01002542;Hillingdon 020D;453;1067
E01002543;Hillingdon 020E;431;1032
E01002544;Hillingdon 023B;346;1121
E01002545;Hillingdon 023C;526;909
E01002546;Hillingdon 023D;382;947
E01002547;Hillingdon 023E;371;1069
E01002548;Hillingdon 025A;345;954
E01002549;Hillingdon 025B;260;1073
E01002550;Hillingdon 022E;324;1232
E01002551;Hillingdon 025C;387;1168
E01002552;Hillingdon 025D;382;1039
E01002553;Hillingdon 025E;428;1105
E01002554;Hillingdon 022F;340;1368
E01002555;Hounslow 022A;329;1166
E01002556;Hounslow 022B;316;1028
E01002557;Hounslow 023A;256;1026
E01002558;Hounslow 023B;340;1058
E01002559;Hounslow 023C;405;1145
E01002560;Hounslow 023D;315;1029
E01002561;Hounslow 023E;385;1025
E01002562;Hounslow 003A;229;906
E01002563;Hounslow 006A;252;1150
E01002564;Hounslow 003B;354;1245
E01002565;Hounslow 006B;345;1589
E01002566;Hounslow 003C;430;1450
E01002567;Hounslow 006C;247;1264
E01002568;Hounslow 003D;467;1366
E01002569;Hounslow 001A;286;1311
E01002570;Hounslow 001B;245;1262
E01002571;Hounslow 007A;227;945
E01002572;Hounslow 007B;304;1094
E01002573;Hounslow 001C;369;1131
E01002574;Hounslow 001D;266;1192
E01002575;Hounslow 001E;345;1188
E01002576;Hounslow 008A;359;1193
E01002577;Hounslow 007C;298;1223
E01002578;Hounslow 007D;340;1068
E01002579;Hounslow 008B;292;1240
E01002580;Hounslow 008C;195;944
E01002581;Hounslow 008D;236;1406
E01002582;Hounslow 008E;315;1179
E01002583;Hounslow 013A;340;1078
E01002584;Hounslow 013B;340;1044
E01002585;Hounslow 013C;358;1044
E01002586;Hounslow 013D;277;1043
E01002587;Hounslow 016A;347;1150
E01002588;Hounslow 016B;516;1092
E01002589;Hounslow 013E;469;1280
E01002590;Hounslow 022C;320;1082
E01002591;Hounslow 024A;339;999
E01002592;Hounslow 022D;393;1210
E01002593;Hounslow 024B;293;1203
E01002594;Hounslow 024C;380;1178
E01002595;Hounslow 022E;384;1193
E01002596;Hounslow 027A;392;1439
E01002597;Hounslow 025A;662;1624
E01002598;Hounslow 025B;420;1107
E01002599;Hounslow 025C;391;983
E01002600;Hounslow 025D;350;940
E01002601;Hounslow 027B;374;975
E01002602;Hounslow 027C;341;895
E01002603;Hounslow 025E;480;1217
E01002604;Hounslow 026A;519;980
E01002605;Hounslow 026B;419;1128
E01002606;Hounslow 026C;437;984
E01002607;Hounslow 026D;423;1180
E01002608;Hounslow 028A;347;1130
E01002609;Hounslow 028B;340;1144
E01002610;Hounslow 028C;341;1014
E01002611;Hounslow 024D;360;1149
E01002612;Hounslow 024E;294;980
E01002613;Hounslow 024F;339;1063
E01002614;Hounslow 027D;288;1100
E01002615;Hounslow 026E;325;968
E01002616;Hounslow 027E;281;846
E01002617;Hounslow 028D;263;1058
E01002618;Hounslow 011A;330;1143
E01002619;Hounslow 010A;333;1173
E01002620;Hounslow 004A;353;1099
E01002621;Hounslow 011B;311;1204
E01002622;Hounslow 010B;359;1202
E01002623;Hounslow 011C;330;1069
E01002624;Hounslow 017A;301;1079
E01002625;Hounslow 004B;323;1104
E01002626;Hounslow 004C;277;1095
E01002627;Hounslow 004D;403;1077
E01002628;Hounslow 011D;317;1252
E01002629;Hounslow 011E;364;1295
E01002630;Hounslow 012A;288;1171
E01002631;Hounslow 004E;396;1069
E01002632;Hounslow 010C;365;1210
E01002633;Hounslow 005A;441;958
E01002634;Hounslow 005B;484;1047
E01002635;Hounslow 010D;344;1093
E01002636;Hounslow 010E;389;1327
E01002637;Hounslow 005C;378;1069
E01002638;Hounslow 005D;435;1061
E01002639;Hounslow 012B;243;1182
E01002640;Hounslow 012C;303;1330
E01002641;Hounslow 018A;317;1280
E01002642;Hounslow 015A;312;1545
E01002643;Hounslow 015B;338;1221
E01002644;Hounslow 018B;341;1263
E01002645;Hounslow 015C;326;1373
E01002646;Hounslow 017B;440;1227
E01002647;Hounslow 021A;572;1450
E01002648;Hounslow 018C;445;1548
E01002649;Hounslow 018D;346;1297
E01002650;Hounslow 021B;524;1328
E01002651;Hounslow 021C;317;1108
E01002652;Hounslow 021D;328;1166
E01002653;Hounslow 019A;362;1195
E01002654;Hounslow 019B;341;1247
E01002655;Hounslow 019C;331;1214
E01002656;Hounslow 019D;257;888
E01002657;Hounslow 018E;359;1258
E01002658;Hounslow 015D;250;905
E01002659;Hounslow 019E;248;859
E01002660;Hounslow 016C;293;1084
E01002661;Hounslow 016D;294;1121
E01002662;Hounslow 017C;262;1247
E01002663;Hounslow 017D;326;1246
E01002664;Hounslow 017E;256;949
E01002665;Hounslow 016E;299;946
E01002666;Hounslow 021E;227;1166
E01002667;Hounslow 020A;302;1077
E01002668;Hounslow 014A;276;1392
E01002669;Hounslow 014B;446;1173
E01002670;Hounslow 020B;297;1181
E01002671;Hounslow 020C;311;1204
E01002672;Hounslow 020D;277;1118
E01002673;Hounslow 020E;459;1042
E01002674;Hounslow 012D;253;1166
E01002675;Hounslow 009A;277;1124
E01002676;Hounslow 012E;282;1107
E01002677;Hounslow 015E;251;1147
E01002678;Hounslow 009B;286;1186
E01002679;Hounslow 009C;259;1200
E01002680;Hounslow 009D;275;1223
E01002681;Hounslow 014C;476;1361
E01002682;Hounslow 014D;395;1268
E01002683;Hounslow 014E;355;1396
E01002684;Hounslow 006D;352;1546
E01002685;Hounslow 003E;244;1600
E01002686;Hounslow 006E;364;1121
E01002687;Hounslow 002A;237;1376
E01002688;Hounslow 002B;187;1268
E01002689;Hounslow 007E;281;1141
E01002690;Hounslow 007F;340;1052
E01002691;Hounslow 002C;192;1124
E01002692;Hounslow 002D;217;1373
E01002693;Hounslow 002E;187;1127
E01002694;Islington 019A;383;1002
E01002695;Islington 021A;210;1181
E01002696;Islington 020A;172;1257
E01002697;Islington 019B;329;1094
E01002698;Islington 017A;210;1196
E01002699;Islington 017B;212;1173
E01002700;Islington 017C;212;1052
E01002701;Islington 023A;217;1037
E01002702;Islington 023B;333;1238
E01002703;Islington 023C;321;1125
E01002704;Islington 023D;314;1305
E01002705;Islington 022A;313;2093
E01002706;Islington 023E;278;1176
E01002707;Islington 022B;215;1263
E01002708;Islington 015A;241;1100
E01002709;Islington 019C;249;1100
E01002710;Islington 019D;343;1150
E01002711;Islington 021B;230;1428
E01002712;Islington 015B;155;1281
E01002713;Islington 015C;211;951
E01002714;Islington 017D;252;1164
E01002715;Islington 019E;348;842
E01002716;Islington 014A;396;1425
E01002717;Islington 016A;206;878
E01002718;Islington 014B;184;1266
E01002719;Islington 016B;213;1049
E01002720;Islington 016C;566;1422
E01002721;Islington 014C;249;1135
E01002722;Islington 018A;206;837
E01002723;Islington 022C;264;1092
E01002724;Islington 022D;186;1550
E01002725;Islington 022E;202;1271
E01002726;Islington 022F;227;1236
E01002727;Islington 021C;198;1308
E01002728;Islington 021D;165;1359
E01002729;Islington 021E;196;1109
E01002730;Islington 007A;198;1271
E01002731;Islington 007B;244;1520
E01002732;Islington 005A;316;1279
E01002733;Islington 007C;172;1238
E01002734;Islington 005B;401;998
E01002735;Islington 003A;204;1232
E01002736;Islington 005C;386;878
E01002737;Islington 005D;407;1103
E01002738;Islington 009A;246;1213
E01002739;Islington 013A;258;1073
E01002740;Islington 013B;319;1214
E01002741;Islington 009B;317;955
E01002742;Islington 006A;223;1123
E01002743;Islington 009C;275;1085
E01002744;Islington 009D;243;1109
E01002745;Islington 013C;257;1066
E01002746;Islington 011A;235;1697
E01002747;Islington 006B;258;1147
E01002748;Islington 006C;305;1096
E01002749;Islington 006D;288;971
E01002750;Islington 006E;222;1410
E01002751;Islington 005E;337;1209
E01002752;Islington 009E;336;1087
E01002753;Islington 002A;217;1005
E01002754;Islington 002B;266;1050
E01002755;Islington 001A;298;974
E01002756;Islington 001B;217;1008
E01002757;Islington 002C;285;982
E01002758;Islington 001C;333;1115
E01002759;Islington 002D;231;1079
E01002760;Islington 002E;310;977
E01002761;Islington 011B;415;1876
E01002762;Islington 011C;209;1346
E01002763;Islington 007D;119;1383
E01002764;Islington 010A;297;1179
E01002765;Islington 015D;319;1454
E01002766;Islington 015E;328;1187
E01002767;Islington 011D;268;1321
E01002768;Islington 004A;201;1105
E01002769;Islington 008A;318;1384
E01002770;Islington 004B;203;1073
E01002771;Islington 004C;259;1056
E01002772;Islington 002F;259;1265
E01002773;Islington 004D;251;991
E01002774;Islington 004E;263;1504
E01002775;Islington 014D;151;1129
E01002776;Islington 014E;297;1150
E01002777;Islington 012A;219;1297
E01002778;Islington 012B;378;1009
E01002779;Islington 012C;266;1239
E01002780;Islington 014F;220;1182
E01002781;Islington 012D;310;897
E01002782;Islington 012E;385;999
E01002783;Islington 010B;252;1057
E01002784;Islington 010C;346;1161
E01002785;Islington 008B;266;1118
E01002786;Islington 010D;312;1210
E01002787;Islington 010E;206;1340
E01002788;Islington 008C;211;1300
E01002789;Islington 008D;264;1327
E01002790;Islington 016D;209;971
E01002791;Islington 016E;188;1054
E01002792;Islington 017E;275;1251
E01002793;Islington 016F;294;1430
E01002794;Islington 020B;202;1283
E01002795;Islington 013D;273;1265
E01002796;Islington 013E;139;704
E01002797;Islington 018B;269;1347
E01002798;Islington 018C;262;1288
E01002799;Islington 018D;352;1137
E01002800;Islington 018E;364;840
E01002801;Islington 020C;194;1206
E01002802;Islington 020D;223;1178
E01002803;Islington 020E;212;1482
E01002804;Islington 001D;364;1148
E01002805;Islington 003B;194;1262
E01002806;Islington 003C;267;1172
E01002807;Islington 001E;274;1298
E01002808;Islington 003D;237;1345
E01002809;Islington 003E;276;1279
E01002810;Islington 003F;298;1191
E01002811;Islington 001F;305;1025
E01002812;Kensington and Chelsea 013A;246;1474
E01002813;Kensington and Chelsea 011A;231;1260
E01002814;Kensington and Chelsea 015A;297;1429
E01002815;Kensington and Chelsea 011B;181;1013
E01002816;Kensington and Chelsea 011C;153;1089
E01002817;Kensington and Chelsea 011D;263;1087
E01002818;Kensington and Chelsea 012A;174;1461
E01002819;Kensington and Chelsea 012B;217;1182
E01002820;Kensington and Chelsea 016A;154;1134
E01002821;Kensington and Chelsea 014A;241;1039
E01002822;Kensington and Chelsea 016B;254;911
E01002823;Kensington and Chelsea 014B;201;969
E01002824;Kensington and Chelsea 008A;256;1206
E01002825;Kensington and Chelsea 008B;342;1223
E01002826;Kensington and Chelsea 008C;217;1313
E01002827;Kensington and Chelsea 008D;266;1430
E01002828;Kensington and Chelsea 008E;181;1093
E01002829;Kensington and Chelsea 004A;232;1193
E01002830;Kensington and Chelsea 004B;241;1286
E01002831;Kensington and Chelsea 004C;289;1405
E01002832;Kensington and Chelsea 004D;229;1233
E01002833;Kensington and Chelsea 007A;172;1141
E01002834;Kensington and Chelsea 013B;261;1173
E01002835;Kensington and Chelsea 016C;226;1230
E01002836;Kensington and Chelsea 016D;199;1146
E01002837;Kensington and Chelsea 016E;237;1013
E01002838;Kensington and Chelsea 020A;203;1488
E01002839;Kensington and Chelsea 013C;159;1505
E01002840;Kensington and Chelsea 021A;211;868
E01002841;Kensington and Chelsea 021B;176;1156
E01002842;Kensington and Chelsea 021C;290;914
E01002843;Kensington and Chelsea 021D;248;932
E01002844;Kensington and Chelsea 019A;173;1023
E01002845;Kensington and Chelsea 019B;178;1016
E01002846;Kensington and Chelsea 017A;170;1140
E01002847;Kensington and Chelsea 015B;135;1253
E01002848;Kensington and Chelsea 015C;197;1260
E01002849;Kensington and Chelsea 017B;201;1242
E01002850;Kensington and Chelsea 013D;191;1331
E01002851;Kensington and Chelsea 015D;193;1383
E01002852;Kensington and Chelsea 001A;445;1163
E01002853;Kensington and Chelsea 001B;276;929
E01002854;Kensington and Chelsea 001C;273;805
E01002855;Kensington and Chelsea 001D;308;1206
E01002856;Kensington and Chelsea 004E;207;1317
E01002857;Kensington and Chelsea 001E;351;959
E01002858;Kensington and Chelsea 014C;151;945
E01002859;Kensington and Chelsea 012C;230;1305
E01002860;Kensington and Chelsea 012D;227;1077
E01002861;Kensington and Chelsea 014D;236;1106
E01002862;Kensington and Chelsea 014E;213;1326
E01002863;Kensington and Chelsea 012E;222;1148
E01002864;Kensington and Chelsea 009A;307;1005
E01002865;Kensington and Chelsea 011E;341;1004
E01002866;Kensington and Chelsea 009B;252;1372
E01002867;Kensington and Chelsea 009C;288;1508
E01002868;Kensington and Chelsea 009D;322;1317
E01002869;Kensington and Chelsea 009E;224;1290
E01002870;Kensington and Chelsea 005A;248;907
E01002871;Kensington and Chelsea 007B;333;1200
E01002872;Kensington and Chelsea 005B;240;867
E01002873;Kensington and Chelsea 007C;232;991
E01002874;Kensington and Chelsea 007D;233;1024
E01002875;Kensington and Chelsea 007E;211;977
E01002876;Kensington and Chelsea 003A;320;1138
E01002877;Kensington and Chelsea 003B;395;998
E01002878;Kensington and Chelsea 003C;249;1094
E01002879;Kensington and Chelsea 005C;328;1054
E01002880;Kensington and Chelsea 005D;377;1097
E01002881;Kensington and Chelsea 005E;329;1001
E01002882;Kensington and Chelsea 006A;236;1073
E01002883;Kensington and Chelsea 006B;235;1418
E01002884;Kensington and Chelsea 006C;113;1324
E01002885;Kensington and Chelsea 006D;119;1356
E01002886;Kensington and Chelsea 006E;247;1194
E01002887;Kensington and Chelsea 010A;174;1197
E01002888;Kensington and Chelsea 013E;169;1677
E01002889;Kensington and Chelsea 010B;166;1182
E01002890;Kensington and Chelsea 010C;400;1209
E01002891;Kensington and Chelsea 010D;285;1211
E01002892;Kensington and Chelsea 010E;240;1660
E01002893;Kensington and Chelsea 017C;161;1280
E01002894;Kensington and Chelsea 017D;156;1191
E01002895;Kensington and Chelsea 020B;273;931
E01002896;Kensington and Chelsea 020C;234;1225
E01002897;Kensington and Chelsea 020D;175;1115
E01002898;Kensington and Chelsea 017E;286;901
E01002899;Kensington and Chelsea 018A;198;1029
E01002900;Kensington and Chelsea 018B;276;1030
E01002901;Kensington and Chelsea 018C;125;660
E01002902;Kensington and Chelsea 018D;143;1217
E01002903;Kensington and Chelsea 018E;281;1055
E01002904;Kensington and Chelsea 002A;347;992
E01002905;Kensington and Chelsea 002B;356;1041
E01002906;Kensington and Chelsea 002C;274;1051
E01002907;Kensington and Chelsea 002D;392;914
E01002908;Kensington and Chelsea 003D;271;922
E01002909;Kensington and Chelsea 003E;286;1469
E01002910;Kensington and Chelsea 019C;180;933
E01002911;Kensington and Chelsea 019D;316;1150
E01002912;Kensington and Chelsea 020E;185;1175
E01002913;Kensington and Chelsea 021E;311;1308
E01002914;Kensington and Chelsea 019E;210;1065
E01002915;Kingston upon Thames 014A;174;888
E01002916;Kingston upon Thames 014B;293;999
E01002917;Kingston upon Thames 014C;273;896
E01002918;Kingston upon Thames 017A;417;1086
E01002919;Kingston upon Thames 017B;305;1182
E01002920;Kingston upon Thames 014D;299;954
E01002921;Kingston upon Thames 011A;124;1238
E01002922;Kingston upon Thames 010A;259;1082
E01002923;Kingston upon Thames 013A;253;1046
E01002924;Kingston upon Thames 014E;332;959
E01002925;Kingston upon Thames 013B;210;1145
E01002926;Kingston upon Thames 010B;312;983
E01002927;Kingston upon Thames 008A;256;976
E01002928;Kingston upon Thames 008B;249;1064
E01002929;Kingston upon Thames 007A;338;1070
E01002930;Kingston upon Thames 007B;278;1163
E01002931;Kingston upon Thames 007C;386;1197
E01002932;Kingston upon Thames 006A;426;1125
E01002933;Kingston upon Thames 004A;375;1216
E01002934;Kingston upon Thames 004B;417;1140
E01002935;Kingston upon Thames 003A;273;1340
E01002936;Kingston upon Thames 004C;452;2069
E01002937;Kingston upon Thames 004D;381;1104
E01002938;Kingston upon Thames 003B;394;1245
E01002939;Kingston upon Thames 018A;323;983
E01002940;Kingston upon Thames 020A;352;946
E01002941;Kingston upon Thames 018B;243;963
E01002942;Kingston upon Thames 018C;242;907
E01002943;Kingston upon Thames 020B;311;900
E01002944;Kingston upon Thames 019A;289;939
E01002945;Kingston upon Thames 019B;284;1012
E01002946;Kingston upon Thames 019C;253;1041
E01002947;Kingston upon Thames 019D;330;1046
E01002948;Kingston upon Thames 020C;489;1421
E01002949;Kingston upon Thames 020D;348;1138
E01002950;Kingston upon Thames 020E;315;1028
E01002951;Kingston upon Thames 003C;267;1124
E01002952;Kingston upon Thames 002A;369;1077
E01002953;Kingston upon Thames 002B;242;916
E01002954;Kingston upon Thames 003D;205;1036
E01002955;Kingston upon Thames 002C;206;853
E01002956;Kingston upon Thames 002D;232;1237
E01002957;Kingston upon Thames 003E;384;1249
E01002958;Kingston upon Thames 008C;351;1136
E01002959;Kingston upon Thames 002E;338;887
E01002960;Kingston upon Thames 006B;350;1012
E01002961;Kingston upon Thames 008D;432;1275
E01002962;Kingston upon Thames 006C;314;944
E01002963;Kingston upon Thames 007D;279;1165
E01002964;Kingston upon Thames 005A;320;1391
E01002965;Kingston upon Thames 009A;243;1627
E01002966;Kingston upon Thames 010C;342;1282
E01002967;Kingston upon Thames 009B;149;1375
E01002968;Kingston upon Thames 009C;290;1904
E01002969;Kingston upon Thames 005B;384;1209
E01002970;Kingston upon Thames 006D;292;1113
E01002971;Kingston upon Thames 005C;236;1152
E01002972;Kingston upon Thames 005D;186;1331
E01002973;Kingston upon Thames 006E;325;1012
E01002974;Kingston upon Thames 005E;358;1264
E01002975;Kingston upon Thames 012A;271;873
E01002976;Kingston upon Thames 015A;327;993
E01002977;Kingston upon Thames 012B;371;1017
E01002978;Kingston upon Thames 015B;307;1195
E01002979;Kingston upon Thames 015C;280;1032
E01002980;Kingston upon Thames 012C;231;888
E01002981;Kingston upon Thames 012D;314;939
E01002982;Kingston upon Thames 015D;242;842
E01002983;Kingston upon Thames 015E;280;1023
E01002984;Kingston upon Thames 012E;234;812
E01002985;Kingston upon Thames 007E;328;1087
E01002986;Kingston upon Thames 008E;261;769
E01002987;Kingston upon Thames 011B;132;1317
E01002988;Kingston upon Thames 011C;259;1378
E01002989;Kingston upon Thames 011D;207;1433
E01002990;Kingston upon Thames 009D;120;1331
E01002991;Kingston upon Thames 009E;229;1137
E01002992;Kingston upon Thames 010D;164;1502
E01002993;Kingston upon Thames 013C;134;1160
E01002994;Kingston upon Thames 016A;198;950
E01002995;Kingston upon Thames 013D;226;1010
E01002996;Kingston upon Thames 016B;288;991
E01002997;Kingston upon Thames 016C;240;961
E01002998;Kingston upon Thames 016D;317;998
E01002999;Kingston upon Thames 013E;158;1087
E01003000;Kingston upon Thames 017C;345;1068
E01003001;Kingston upon Thames 017D;375;1148
E01003002;Kingston upon Thames 016E;362;1184
E01003003;Kingston upon Thames 017E;299;1089
E01003004;Kingston upon Thames 018D;313;976
E01003005;Kingston upon Thames 018E;314;947
E01003006;Kingston upon Thames 001A;317;948
E01003007;Kingston upon Thames 001B;329;857
E01003008;Kingston upon Thames 001C;342;844
E01003009;Kingston upon Thames 001D;317;1123
E01003010;Kingston upon Thames 001E;345;921
E01003011;Kingston upon Thames 004E;308;1029
E01003012;Lambeth 001A;262;1347
E01003013;Lambeth 001B;133;1248
E01003014;Lambeth 001C;206;1019
E01003015;Lambeth 002A;326;1029
E01003016;Lambeth 001D;143;1284
E01003017;Lambeth 001E;199;1258
E01003018;Lambeth 020A;236;1509
E01003019;Lambeth 015A;227;1593
E01003020;Lambeth 016A;276;1290
E01003021;Lambeth 021A;276;1268
E01003022;Lambeth 021B;277;1261
E01003023;Lambeth 021C;294;1657
